"operator(color)","airline (callsign)","flight number","airplane type","from  (ICAO)","to (ICAO)","approach time","departure time","approach altitude override (feet)","special"
VAL,VAL,1897,EJT1,KJFK,KRDU,18:44,,,
MAX,MAX,7218,FRJ1,KFLL,KRDU,18:46,,,
TAB,TAB,4988,EJT1,KMSP,KRDU,18:47,,,
TAB,TAB,8337,FRJ1,KDFW,KRDU,18:47,,,
FRT,FRT,9065,EJT1,KSLC,KRDU,18:48,,,
MAX,MAX,946,FRJ1,KEWN,KRDU,18:51,,,
MAX,MAX,2128,FRJ1,KMSP,KRDU,18:53,,,
MAX,MAX,8837,FRJ1,KMIA,KRDU,18:58,,,
MAX,MAX,5022,FRJ1,KBOS,KRDU,18:59,,,
VAL,VAL,4812,BTRP,KEWR,KRDU,19:00,,,
MAX,MAX,8146,FRJ1,KCLT,KRDU,19:06,,,
FRT,FRT,7673,EJT1,KPHL,KRDU,19:08,,,
FRT,FRT,1852,EJT1,KDCA,KRDU,19:11,,,
MAX,MAX,7720,FRJ1,KBWI,KRDU,19:13,,,
MAX,MAX,2521,FRJ1,KBWI,KRDU,19:15,,,
MAX,MAX,1328,FRJ1,KJFK,KRDU,19:17,,,
TAB,TAB,9082,FRJ1,CYYZ,KRDU,19:18,,,
DEN,DEN,7524,EJT1,MDPC,KRDU,19:20,,,
TAB,TAB,9512,EJT1,KMDW,KRDU,19:20,,,
VAL,VAL,9677,EJT1,KSDF,KRDU,19:25,,,
TAB,TAB,8365,FRJ1,KDFW,KRDU,19:26,,,
MAX,MAX,8890,FRJ1,KBNA,KRDU,19:26,,,
MAX,MAX,4775,FRJ1,BIKF,KRDU,19:26,,,
VAL,VAL,2663,EJT1,KATL,KRDU,19:27,,,
MAX,MAX,8981,FRJ1,KILM,KRDU,19:29,,,
VAL,VAL,7354,EJT1,KMCO,KRDU,19:31,,,
MAX,MAX,2792,FRJ1,KJFK,KRDU,19:32,,,
DEN,DEN,5392,FRJ1,KFLL,KRDU,19:34,,,
MAX,MAX,1620,FRJ1,KMCO,KRDU,19:35,,,
MAX,MAX,5908,FRJ1,KJFK,KRDU,19:37,,,
VAL,VAL,7826,EJT1,KAUS,KRDU,19:37,,,
VAL,VAL,7263,BTRP,KRDU,KRDU,19:39,,,
MAX,MAX,2141,FRJ1,KDCA,KRDU,19:41,,,
DEN,DEN,2872,EJT1,KJFK,KRDU,19:44,,,
DEN,DEN,240,EJT1,KIAH,KRDU,19:47,,,
VAL,VAL,3268,EJT1,KDCA,KRDU,19:47,,,
VAL,VAL,3598,EJT1,KDAL,KRDU,19:48,,,
TAB,TAB,5436,FRJ1,KBOS,KRDU,19:58,,,
VAL,VAL,1331,FRJ1,KBOS,KRDU,20:02,,,
DEN,DEN,7997,EJT1,KCLT,KRDU,20:05,,,
TAB,TAB,7199,EJT1,KDEN,KRDU,20:05,,,
TAB,TAB,6214,EJT1,KJFK,KRDU,20:08,,,
DEN,DEN,7910,EJT1,KCLT,KRDU,20:09,,,
MAX,MAX,169,FRJ1,KBOS,KRDU,20:11,,,
DEN,DEN,5951,FRJ1,KFLL,KRDU,20:13,,,
FRT,FRT,587,EJT1,KBTV,KRDU,20:14,,,
VAL,VAL,9217,FRJ1,KEWR,KRDU,20:15,,,
DEN,DEN,870,EJT1,KMIA,KRDU,20:17,,,
VAL,VAL,2468,EJT1,KMCO,KRDU,20:28,,,
VAL,VAL,8597,EJT1,KDCA,KRDU,20:30,,,
MAX,MAX,7077,FRJ1,KATL,KRDU,20:30,,,
VAL,VAL,4353,FRJ1,KBNA,KRDU,20:32,,,
MAX,MAX,7260,FRJ1,KPIT,KRDU,20:32,,,
VAL,VAL,2220,EJT1,KMSP,KRDU,20:33,,,
VAL,VAL,8853,FRJ1,KJFK,KRDU,20:35,,,
FRT,FRT,6098,EJT1,KLGA,KRDU,20:37,,,
MAX,MAX,3562,FRJ1,KAUS,KRDU,20:40,,,
MAX,MAX,6402,FRJ1,KATL,KRDU,20:40,,,
VAL,VAL,1965,FRJ1,CYYZ,KRDU,20:43,,,
MAX,MAX,4774,FRJ1,KATL,KRDU,20:43,,,
MAX,MAX,6046,FRJ1,BIKF,KRDU,20:44,,,
MAX,MAX,9475,FRJ1,KRDU,KRDU,20:45,,,
DEN,DEN,3403,EJT1,KILM,KRDU,20:45,,,
MAX,MAX,8903,FRJ1,KATL,KRDU,20:47,,,
VAL,VAL,4280,EJT1,KBNA,KRDU,20:49,,,
MAX,MAX,884,FRJ1,KDTW,KRDU,20:49,,,
TAB,TAB,5533,EJT1,KLAS,KRDU,20:52,,,
VAL,VAL,8980,FRJ1,KJFK,KRDU,20:53,,,
VAL,VAL,7481,EJT1,CYUL,KRDU,20:53,,,
MAX,MAX,9252,FRJ1,KIAD,KRDU,20:55,,,
MAX,MAX,7729,FRJ1,KORD,KRDU,20:57,,,
TAB,TAB,3646,EJT1,KCLT,KRDU,21:00,,,
MAX,MAX,6193,FRJ1,KMCO,KRDU,21:01,,,
FRT,FRT,1516,EJT1,KMCO,KRDU,21:01,,,
VAL,VAL,2478,FRJ1,KJFK,KRDU,21:02,,,
MAX,MAX,2152,FRJ1,KPIT,KRDU,21:04,,,
MAX,MAX,980,FRJ1,KJFK,KRDU,21:04,,,
VAL,VAL,4607,EJT1,KDCA,KRDU,21:06,,,
DEN,DEN,6711,EJT1,KJFK,KRDU,21:08,,,
VAL,VAL,8394,EJT1,KATL,KRDU,21:11,,,
MAX,MAX,8137,FRJ1,KMIA,KRDU,21:11,,,
VAL,VAL,1923,BTRP,KMDW,KRDU,21:12,,,
DEN,DEN,2924,EJT1,KJFK,KRDU,21:15,,,
FRT,FRT,3022,EJT1,KDCA,KRDU,21:17,,,
MAX,MAX,8830,FRJ1,KAUS,KRDU,21:19,,,
TAB,TAB,3473,EJT1,KCLT,KRDU,21:19,,,
MAX,MAX,3,FRJ1,KBOS,KRDU,21:23,,,
VAL,VAL,9921,EJT1,KCLT,KRDU,21:23,,,
DEN,DEN,4019,EJT1,KLGA,KRDU,21:24,,,
MAX,MAX,4141,FRJ1,KBNA,KRDU,21:26,,,
VAL,VAL,9706,EJT1,CYYZ,KRDU,21:27,,,
VAL,VAL,7196,EJT1,KPHX,KRDU,21:32,,,
VAL,VAL,3472,EJT1,KDCA,KRDU,21:33,,,
DEN,DEN,6557,EJT1,EGLL,KRDU,21:34,,,
MAX,MAX,1952,FRJ1,KBWI,KRDU,21:35,,,
MAX,MAX,7723,FRJ1,KCLT,KRDU,21:35,,,
MAX,MAX,2811,FRJ1,KEWN,KRDU,21:37,,,
MAX,MAX,9006,FRJ1,KBNA,KRDU,21:38,,,
VAL,VAL,5888,EJT1,KCLT,KRDU,21:45,,,
VAL,VAL,5068,EJT1,KSDF,KRDU,21:45,,,
MAX,MAX,5054,FRJ1,KAUS,KRDU,21:46,,,
FRT,FRT,238,EJT1,KLGA,KRDU,21:50,,,
VAL,VAL,3388,EJT1,KLEX,KRDU,21:50,,,
MAX,MAX,3216,FRJ1,KMDT,KRDU,21:51,,,
MAX,MAX,868,FRJ1,KMDW,KRDU,21:52,,,
VAL,VAL,3432,EJT1,KBNA,KRDU,21:52,,,
VAL,VAL,8160,EJT1,KDCA,KRDU,21:53,,,
MAX,MAX,5745,FRJ1,KIAD,KRDU,21:56,,,
TAB,TAB,9741,EJT1,KPIT,KRDU,21:57,,,
MAX,MAX,6701,FRJ1,KSDF,KRDU,22:03,,,
MAX,MAX,5118,FRJ1,KLGA,KRDU,22:05,,,
DEN,DEN,8955,EJT1,MDPC,KRDU,22:09,,,
DEN,DEN,9690,EJT1,KEWR,KRDU,22:11,,,
DEN,DEN,3570,EJT1,MDPC,KRDU,22:13,,,
TAB,TAB,6636,EJT1,KMCO,KRDU,22:15,,,
FRT,FRT,4124,EJT1,KPHL,KRDU,22:19,,,
MAX,MAX,6552,FRJ1,KJFK,KRDU,22:20,,,
DEN,DEN,382,FRJ1,KAPF,KRDU,22:20,,,
MAX,MAX,73,FRJ1,KATL,KRDU,22:21,,,
MAX,MAX,808,FRJ1,KEWR,KRDU,22:21,,,
MAX,MAX,882,FRJ1,KJFK,KRDU,22:22,,,
TAB,TAB,5611,EJT1,KMCO,KRDU,22:24,,,
TAB,TAB,4961,EJT1,KATL,KRDU,22:27,,,
DEN,DEN,3340,FRJ1,KATL,KRDU,22:30,,,
VAL,VAL,9546,EJT1,KMSP,KRDU,22:31,,,
MAX,MAX,534,FRJ1,KDEN,KRDU,22:35,,,
MAX,MAX,174,FRJ1,KCLT,KRDU,22:37,,,
DEN,DEN,9635,EJT1,KORD,KRDU,22:37,,,
MAX,MAX,9563,FRJ1,KDCA,KRDU,22:39,,,
MAX,MAX,4755,FRJ1,BIKF,KRDU,22:41,,,
MAX,MAX,9341,FRJ1,KJFK,KRDU,22:41,,,
DEN,DEN,1974,EJT1,KJFK,KRDU,22:42,,,
VAL,VAL,8718,EJT1,BIKF,KRDU,22:48,,,
MAX,MAX,1644,FRJ1,KORD,KRDU,22:53,,,
DEN,DEN,3341,FRJ1,KJFK,KRDU,22:54,,,
TAB,TAB,7900,FRJ1,KDFW,KRDU,23:23,,,
MAX,MAX,8534,FRJ1,KCLT,KRDU,23:36,,,
TAB,TAB,9707,EJT1,KMCO,KRDU,23:36,,,
MAX,MAX,2154,FRJ1,KBNA,KRDU,23:38,,,
VAL,VAL,5399,EJT1,KMSP,KRDU,23:48,,,
MAX,MAX,5313,FRJ1,KDAL,KRDU,23:56,,,
MAX,MAX,4257,FRJ1,KRDU,KDCA,,04:00,,
MAX,MAX,180,FRJ1,KRDU,KMCO,,04:04,,
MAX,MAX,7317,FRJ1,KRDU,KPHL,,04:04,,
MAX,MAX,9023,FRJ1,KRDU,KLGA,,04:08,,
FRT,FRT,751,EJT1,KRDU,KBTV,,04:08,,
DEN,DEN,7505,EJT1,KRDU,KTPA,,04:12,,
FRT,FRT,9902,EJT1,KRDU,KLGA,,04:15,,
DEN,DEN,9921,EJT1,KRDU,KCLT,,04:18,,
DEN,DEN,7828,FRJ1,KRDU,KCLT,,04:21,,
DEN,DEN,1171,FRJ1,KRDU,KATL,,04:23,,
TAB,TAB,2430,FRJ1,KRDU,KORD,,04:29,,
MAX,MAX,8933,FRJ1,KRDU,KPHL,,04:32,,
TAB,TAB,5081,EJT1,KRDU,KATL,,04:34,,
VAL,VAL,4187,EJT1,KRDU,KDFW,,04:47,,
DEN,DEN,9442,EJT1,KRDU,KEWR,,04:51,,
TAB,TAB,5276,EJT1,KRDU,KLAX,,04:54,,
TAB,TAB,48,FRJ1,KRDU,KLGA,,05:00,,
MAX,MAX,3670,FRJ1,KRDU,KORD,,05:01,,
DEN,DEN,335,FRJ1,KRDU,KAPF,,05:07,,
MAX,MAX,3258,FRJ1,KRDU,KBOS,,05:09,,
VAL,VAL,8524,EJT1,KRDU,CYYZ,,05:09,,
MAX,MAX,6181,FRJ1,KRDU,KMCO,,05:09,,
MAX,MAX,4987,FRJ1,KRDU,KBNA,,05:12,,
VAL,VAL,7360,EJT1,KRDU,KMCO,,05:14,,
DEN,DEN,3144,EJT1,KRDU,KEWR,,05:16,,
MAX,MAX,237,FRJ1,KRDU,KLGA,,05:22,,
MAX,MAX,8046,FRJ1,KRDU,KECP,,05:24,,
TAB,TAB,229,EJT1,KRDU,KMCO,,05:25,,
MAX,MAX,8736,FRJ1,KRDU,KEWR,,05:26,,
TAB,TAB,5589,EJT1,KRDU,KIAD,,05:30,,
TAB,TAB,6845,EJT1,KRDU,KMCO,,05:31,,
MAX,MAX,8227,FRJ1,KRDU,KLGA,,05:33,,
MAX,MAX,4674,FRJ1,KRDU,KLGA,,05:34,,
MAX,MAX,5494,FRJ1,KRDU,KCLT,,05:38,,
MAX,MAX,6624,FRJ1,KRDU,KCLT,,05:38,,
TAB,TAB,5431,EJT1,KRDU,KMCO,,05:41,,
MAX,MAX,7644,FRJ1,KRDU,KORD,,05:41,,
MAX,MAX,4317,FRJ1,KRDU,KDEN,,05:41,,
TAB,TAB,8795,EJT1,KRDU,KJFK,,05:42,,
MAX,MAX,3028,FRJ1,KRDU,KJFK,,05:43,,
MAX,MAX,272,FRJ1,KRDU,KJFK,,05:44,,
MAX,MAX,9714,FRJ1,KRDU,KBWI,,05:47,,
FRT,FRT,1736,EJT1,KRDU,KJFK,,05:49,,
DEN,DEN,3584,EJT1,KRDU,KEWR,,05:50,,
TAB,TAB,6911,EJT1,KRDU,KATL,,05:56,,
VAL,VAL,3040,EJT1,KRDU,KJFK,,05:57,,
VAL,VAL,3638,FRJ1,KRDU,KEWR,,05:57,,
MAX,MAX,7457,FRJ1,KRDU,KLGA,,05:59,,
TAB,TAB,3898,FRJ1,KRDU,KBOS,,06:02,,
VAL,VAL,2624,EJT1,KRDU,KMCO,,06:02,,
MAX,MAX,8487,FRJ1,KRDU,KMIA,,06:03,,
VAL,VAL,6038,FRJ1,KRDU,KIAH,,06:08,,
MAX,MAX,1820,FRJ1,KRDU,KDCA,,06:08,,
FRT,FRT,2141,EJT1,KRDU,KMCO,,06:12,,
MAX,MAX,6789,FRJ1,KRDU,KMCO,,06:16,,
MAX,MAX,8075,FRJ1,KRDU,KMIA,,06:18,,
DEN,DEN,5193,EJT1,KRDU,KCLT,,06:19,,
VAL,VAL,9956,EJT1,KRDU,CYUL,,06:19,,
MAX,MAX,5879,FRJ1,KRDU,KIAH,,06:24,,
MAX,MAX,515,FRJ1,KRDU,KBOS,,06:29,,
TAB,TAB,9459,FRJ1,KRDU,KEWR,,06:31,,
MAX,MAX,9673,FRJ1,KRDU,KATL,,06:35,,
MAX,MAX,1186,FRJ1,KRDU,KPHL,,06:38,,
MAX,MAX,2239,FRJ1,KRDU,KEWR,,06:39,,
TAB,TAB,4326,EJT1,KRDU,KLGA,,06:41,,
VAL,VAL,4203,EJT1,KRDU,KDCA,,06:42,,
DEN,DEN,4260,FRJ1,KRDU,KFLL,,06:44,,
MAX,MAX,9587,FRJ1,KRDU,KBOS,,06:47,,
TAB,TAB,7562,FRJ1,KRDU,KDFW,,06:48,,
MAX,MAX,4011,FRJ1,KRDU,KBNA,,06:49,,
MAX,MAX,7631,FRJ1,KRDU,KLGA,,06:59,,
MAX,MAX,5731,FRJ1,KRDU,KEWN,,07:01,,
MAX,MAX,4874,FRJ1,KRDU,KMCO,,07:02,,
VAL,VAL,7306,FRJ1,KRDU,KMCO,,07:08,,
TAB,TAB,2987,FRJ1,KRDU,KEWR,,07:09,,
MAX,MAX,8809,FRJ1,KRDU,KMCO,,07:09,,
TAB,TAB,4446,EJT1,KRDU,KSTL,,07:16,,
MAX,MAX,1403,FRJ1,KRDU,KJFK,,07:21,,
MAX,MAX,450,FRJ1,KRDU,KATL,,07:21,,
MAX,MAX,105,FRJ1,KRDU,KORD,,07:23,,
TAB,TAB,590,EJT1,KRDU,KPIT,,07:24,,
VAL,VAL,6331,EJT1,KRDU,KCLT,,07:24,,
VAL,VAL,6112,EJT1,KRDU,CYUL,,07:26,,
MAX,MAX,7102,FRJ1,KRDU,KRDU,,07:26,,
MAX,MAX,807,FRJ1,KRDU,KPHX,,07:26,,
TAB,TAB,6407,FRJ1,KRDU,KDFW,,07:28,,
DEN,DEN,2533,EJT1,KRDU,KTPA,,07:29,,
FRT,FRT,8705,EJT1,KRDU,KMCO,,07:34,,
FRT,FRT,8549,EJT1,KRDU,KPHL,,07:37,,
MAX,MAX,239,FRJ1,KRDU,KBNA,,07:41,,
TAB,TAB,7687,FRJ1,KRDU,KBNA,,07:43,,
TAB,TAB,8437,EJT1,KRDU,KATL,,07:44,,
MAX,MAX,8281,FRJ1,KRDU,BIKF,,07:46,,
MAX,MAX,3569,FRJ1,KRDU,KCLT,,08:03,,
MAX,MAX,598,FRJ1,KRDU,KFLL,,08:07,,
FRT,FRT,8529,EJT1,KRDU,KLGA,,08:10,,
MAX,MAX,9497,FRJ1,KRDU,KORD,,08:10,,
MAX,MAX,9258,FRJ1,KRDU,KJFK,,08:11,,
MAX,MAX,2709,FRJ1,KRDU,KIAD,,08:12,,
TAB,TAB,8780,EJT1,KRDU,KMCO,,08:18,,
MAX,MAX,4051,FRJ1,KRDU,KMIA,,08:20,,
MAX,MAX,9895,FRJ1,KRDU,KBOS,,08:22,,
MAX,MAX,9887,FRJ1,KRDU,KJFK,,08:23,,
MAX,MAX,4993,FRJ1,KRDU,KDEN,,08:25,,
TAB,TAB,2756,EJT1,KRDU,KBOS,,08:30,,
VAL,VAL,1165,EJT1,KRDU,KDCA,,08:32,,
MAX,MAX,4513,FRJ1,KRDU,KPHL,,08:32,,
VAL,VAL,9154,EJT1,KRDU,KMCO,,08:37,,
TAB,TAB,7979,EJT1,KRDU,KMCO,,08:38,,
DEN,DEN,3630,EJT1,KRDU,KJFK,,08:41,,
MAX,MAX,3791,FRJ1,KRDU,KILM,,08:41,,
MAX,MAX,9507,FRJ1,KRDU,KECP,,08:43,,
MAX,MAX,5775,FRJ1,KRDU,KATL,,08:44,,
MAX,MAX,3916,FRJ1,KRDU,BIKF,,08:46,,
VAL,VAL,8869,BTRP,KRDU,KBOS,,08:52,,
VAL,VAL,3343,FRJ1,KRDU,KJFK,,08:53,,
MAX,MAX,5073,FRJ1,KRDU,KJFK,,08:56,,
MAX,MAX,5137,FRJ1,KRDU,KBNA,,09:03,,
MAX,MAX,3519,FRJ1,KRDU,KORD,,09:04,,
MAX,MAX,7795,FRJ1,KRDU,KDTW,,09:05,,
MAX,MAX,1727,FRJ1,KRDU,KMCO,,09:05,,
VAL,VAL,882,BTRP,KRDU,KEWR,,09:06,,
TAB,TAB,9012,FRJ1,KRDU,KBNA,,09:08,,
MAX,MAX,3773,FRJ1,KRDU,KJFK,,09:08,,
MAX,MAX,9944,FRJ1,KRDU,KMSP,,09:10,,
VAL,VAL,7293,FRJ1,KRDU,KATL,,09:12,,
VAL,VAL,6593,EJT1,KRDU,KATL,,09:13,,
TAB,TAB,3738,EJT1,KRDU,KIAD,,09:14,,
MAX,MAX,2389,FRJ1,KRDU,KPHL,,09:18,,
MAX,MAX,281,FRJ1,KRDU,KMIA,,09:18,,
DEN,DEN,4949,EJT1,KRDU,MDPC,,09:27,,
VAL,VAL,2145,EJT1,KRDU,KDCA,,09:34,,
DEN,DEN,7740,FRJ1,KRDU,KJFK,,09:37,,
MAX,MAX,1324,FRJ1,KRDU,KILM,,09:37,,
FRT,FRT,2548,EJT1,KRDU,KMCO,,09:41,,
DEN,DEN,695,EJT1,KRDU,KMIA,,09:45,,
FRT,FRT,6443,EJT1,KRDU,KLGA,,09:45,,
VAL,VAL,1120,FRJ1,KRDU,KMCO,,09:45,,
MAX,MAX,4346,FRJ1,KRDU,KATL,,09:46,,
VAL,VAL,9642,EJT1,KRDU,KFLL,,09:47,,
VAL,VAL,1894,EJT1,KRDU,KFLL,,09:48,,
MAX,MAX,726,FRJ1,KRDU,KDEN,,09:53,,
DEN,DEN,4920,FRJ1,KRDU,KJFK,,09:56,,
TAB,TAB,6447,FRJ1,KRDU,KEWR,,09:56,,
MAX,MAX,2662,FRJ1,KRDU,KDCA,,10:04,,
VAL,VAL,4366,EJT1,KRDU,KFLL,,10:06,,
VAL,VAL,4700,EJT1,KRDU,KMDW,,10:12,,
VAL,VAL,7255,EJT1,KRDU,LFPG,,10:16,,
MAX,MAX,3456,FRJ1,KRDU,KIAH,,10:21,,
MAX,MAX,4360,FRJ1,KRDU,KBOS,,10:25,,
VAL,VAL,5739,EJT1,KRDU,KMIA,,10:27,,
VAL,VAL,4913,FRJ1,KRDU,KJFK,,10:30,,
FRT,FRT,7054,EJT1,KRDU,KLGA,,10:31,,
TAB,TAB,3169,EJT1,KRDU,KSEA,,10:41,,
MAX,MAX,883,FRJ1,KRDU,KSLC,,10:45,,
VAL,VAL,6114,EJT1,KRDU,KDCA,,10:48,,
VAL,VAL,5048,EJT1,KRDU,CYUL,,10:53,,
MAX,MAX,5463,FRJ1,KRDU,KMIA,,10:53,,
MAX,MAX,4571,FRJ1,KRDU,KECP,,10:54,,
VAL,VAL,776,FRJ1,KRDU,KBNA,,10:58,,
VAL,VAL,6765,FRJ1,KRDU,KDFW,,10:58,,
FRT,FRT,7698,EJT1,KRDU,KMCO,,10:58,,
MAX,MAX,8681,FRJ1,KRDU,KATL,,11:06,,
MAX,MAX,1647,FRJ1,KRDU,KDCA,,11:10,,
MAX,MAX,1768,FRJ1,KRDU,KBOS,,11:16,,
VAL,VAL,4452,EJT1,KRDU,KBOS,,11:19,,
MAX,MAX,1368,FRJ1,KRDU,KBNA,,11:26,,
VAL,VAL,8175,BTRP,KRDU,KLGA,,11:31,,
FRT,FRT,6899,EJT1,KRDU,KSEA,,11:31,,
MAX,MAX,3954,FRJ1,KRDU,KPHX,,11:33,,
MAX,MAX,3877,FRJ1,KRDU,KJFK,,11:34,,
MAX,MAX,5901,FRJ1,KRDU,KIAH,,11:34,,
VAL,VAL,8348,EJT1,KRDU,BIKF,,11:36,,
FRT,FRT,157,EJT1,KRDU,KPHL,,11:37,,
MAX,MAX,4093,FRJ1,KRDU,KEWR,,11:40,,
VAL,VAL,7325,FRJ1,KRDU,KATL,,11:44,,
MAX,MAX,1766,FRJ1,KRDU,KPIT,,11:45,,
MAX,MAX,4632,FRJ1,KRDU,KORD,,11:46,,
VAL,VAL,2227,BTRP,KRDU,KCLT,,11:47,,
VAL,VAL,9038,BTRP,KRDU,KEWR,,11:55,,
MAX,MAX,5134,FRJ1,KRDU,KIAH,,11:59,,
VAL,VAL,6825,FRJ1,KRDU,KCLT,,12:04,,
DEN,DEN,589,EJT1,KRDU,KEWR,,12:06,,
TAB,TAB,6405,FRJ1,KRDU,KEWR,,12:08,,
MAX,MAX,2827,FRJ1,KRDU,KMCO,,12:09,,
VAL,VAL,4270,FRJ1,KRDU,KMCO,,12:10,,
MAX,MAX,9379,FRJ1,KRDU,KILM,,12:12,,
MAX,MAX,9812,FRJ1,KRDU,KAUS,,12:17,,
TAB,TAB,329,EJT1,KRDU,KJFK,,12:18,,
VAL,VAL,6071,EJT1,KRDU,KPIT,,12:21,,
VAL,VAL,8883,BTRP,KRDU,KDEN,,12:23,,
DEN,DEN,5071,EJT1,KRDU,KCLT,,12:26,,
DEN,DEN,1119,EJT1,KRDU,KEWR,,12:30,,
MAX,MAX,6613,FRJ1,KRDU,KBNA,,12:32,,
TAB,TAB,3028,EJT1,KRDU,KCLT,,12:32,,
MAX,MAX,6239,FRJ1,KRDU,KJFK,,12:39,,
TAB,TAB,4801,FRJ1,KRDU,KEWR,,12:39,,
FRT,FRT,6412,EJT1,KRDU,KATL,,12:40,,
VAL,VAL,8210,EJT1,KRDU,KATL,,12:41,,
MAX,MAX,2999,FRJ1,KRDU,KATL,,12:41,,
VAL,VAL,6524,EJT1,KRDU,KEWR,,12:43,,
MAX,MAX,356,FRJ1,KRDU,KEWR,,12:43,,
VAL,VAL,9501,EJT1,KRDU,KAUS,,12:46,,
DEN,DEN,3569,FRJ1,KRDU,KATL,,12:49,,
TAB,TAB,1862,EJT1,KRDU,KBOS,,12:49,,
MAX,MAX,9012,FRJ1,KRDU,KLGA,,12:50,,
VAL,VAL,8706,EJT1,KRDU,KPHX,,12:51,,
DEN,DEN,3013,FRJ1,KRDU,KJFK,,12:52,,
FRT,FRT,6789,EJT1,KRDU,KLGA,,12:53,,
VAL,VAL,8789,FRJ1,KRDU,KEWR,,12:57,,
MAX,MAX,3283,FRJ1,KRDU,KDCA,,13:00,,
VAL,VAL,832,EJT1,KRDU,CYYZ,,13:01,,
VAL,VAL,2345,FRJ1,KRDU,KATL,,13:05,,
DEN,DEN,1738,EJT1,KRDU,KMIA,,13:05,,
MAX,MAX,1632,FRJ1,KRDU,KSDF,,13:07,,
TAB,TAB,874,EJT1,KRDU,KCLT,,13:08,,
MAX,MAX,8092,FRJ1,KRDU,KMIA,,13:21,,
DEN,DEN,5241,EJT1,KRDU,KEWR,,13:23,,
MAX,MAX,8940,FRJ1,KRDU,KIAD,,13:24,,
MAX,MAX,183,FRJ1,KRDU,KDCA,,13:25,,
VAL,VAL,1988,EJT1,KRDU,KFLL,,13:29,,
DEN,DEN,8362,EJT1,KRDU,KJFK,,13:35,,
VAL,VAL,6570,EJT1,KRDU,CYYZ,,13:36,,
VAL,VAL,7883,EJT1,KRDU,KMSP,,13:36,,
MAX,MAX,1909,FRJ1,KRDU,KDCA,,13:43,,
MAX,MAX,8805,FRJ1,KRDU,KORD,,13:45,,
VAL,VAL,4783,BTRP,KRDU,KEWR,,13:51,,
MAX,MAX,1735,FRJ1,KRDU,KDCA,,13:53,,
DEN,DEN,7129,EJT1,KRDU,KATL,,13:59,,
MAX,MAX,7854,FRJ1,KRDU,KMIA,,14:04,,
TAB,TAB,2525,FRJ1,KRDU,KLGA,,14:04,,
TAB,TAB,5354,EJT1,KRDU,KCLT,,14:06,,
VAL,VAL,6421,EJT1,KRDU,KBWI,,14:14,,
FRT,FRT,9228,EJT1,KRDU,KMCO,,14:18,,
MAX,MAX,2514,FRJ1,KRDU,KECP,,14:19,,
DEN,DEN,4778,EJT1,KRDU,KMSP,,14:20,,
TAB,TAB,7323,EJT1,KRDU,KBTV,,14:27,,
MAX,MAX,7020,FRJ1,KRDU,KBOS,,14:32,,
FRT,FRT,4544,EJT1,KRDU,KATL,,14:35,,
DEN,DEN,3815,EJT1,KRDU,KSFO,,14:37,,
MAX,MAX,5564,FRJ1,KRDU,KLGA,,14:37,,
MAX,MAX,6367,FRJ1,KRDU,KMDW,,14:37,,
TAB,TAB,3023,EJT1,KRDU,KMCO,,14:38,,
MAX,MAX,1540,FRJ1,KRDU,KPHL,,14:47,,
MAX,MAX,2789,FRJ1,KRDU,KPHL,,14:51,,
VAL,VAL,8052,BTRP,KRDU,KMDW,,14:51,,
TAB,TAB,2727,EJT1,KRDU,KIAD,,14:53,,
VAL,VAL,9380,EJT1,KRDU,KMCO,,14:57,,
MAX,MAX,4982,FRJ1,KRDU,KPHL,,15:02,,
TAB,TAB,2154,EJT1,KRDU,KPIT,,15:05,,
MAX,MAX,8147,FRJ1,KRDU,KLAX,,15:15,,
MAX,MAX,9559,FRJ1,KRDU,KLGA,,15:20,,
MAX,MAX,7471,FRJ1,KRDU,KDCA,,15:25,,
TAB,TAB,8028,EJT1,KRDU,KPIT,,15:25,,
MAX,MAX,1011,FRJ1,KRDU,KLGA,,15:30,,
MAX,MAX,8162,FRJ1,KRDU,KATL,,15:31,,
VAL,VAL,3786,FRJ1,KRDU,KATL,,15:39,,
FRT,FRT,1619,EJT1,KRDU,KMCO,,15:39,,
MAX,MAX,1660,FRJ1,KRDU,KSLC,,15:43,,
MAX,MAX,3057,FRJ1,KRDU,KMSP,,15:44,,
MAX,MAX,4229,FRJ1,KRDU,KIAD,,15:48,,
DEN,DEN,6971,EJT1,KRDU,KCLT,,15:50,,
MAX,MAX,5883,FRJ1,KRDU,KAUS,,15:52,,
DEN,DEN,8935,EJT1,KRDU,KTPA,,15:54,,
TAB,TAB,6264,EJT1,KRDU,KLAX,,15:55,,
MAX,MAX,7929,FRJ1,KRDU,KORD,,15:56,,
VAL,VAL,4410,FRJ1,KRDU,KEWR,,16:03,,
DEN,DEN,3116,EJT1,KRDU,KTPA,,16:07,,
MAX,MAX,9224,FRJ1,KRDU,KBNA,,16:08,,
MAX,MAX,6854,FRJ1,KRDU,KLGA,,16:10,,
DEN,DEN,3550,FRJ1,KRDU,KJFK,,16:12,,
VAL,VAL,1072,FRJ1,KRDU,KJFK,,16:22,,
MAX,MAX,698,FRJ1,KRDU,KIAD,,16:23,,
MAX,MAX,5126,FRJ1,KRDU,KLGA,,16:24,,
VAL,VAL,4619,FRJ1,KRDU,KMCO,,16:27,,
VAL,VAL,5620,EJT1,KRDU,KAUS,,16:28,,
