"operator(color)","airline (callsign)","flight number","airplane type","from  (ICAO)","to (ICAO)","approach time","departure time","approach altitude override (feet)","special"
DEN,DEN,4892,EJT1,KDCA,KRDU,19:22,,,
MAX,MAX,1938,FRJ1,LFPG,KRDU,19:22,,,
MAX,MAX,409,FRJ1,KEWN,KRDU,19:23,,,
MAX,MAX,4375,FRJ1,KPHL,KRDU,19:25,,,
TAB,TAB,459,EJT1,KCLT,KRDU,19:25,,,
FRT,FRT,7585,EJT1,KOAJ,KRDU,19:26,,,
VAL,VAL,6730,FRJ1,KJFK,KRDU,19:30,,,
VAL,VAL,6578,BTRP,KRDU,KRDU,19:31,,,
MAX,MAX,7933,FRJ1,KMIA,KRDU,19:33,,,
TAB,TAB,4939,EJT1,KDCA,KRDU,19:33,,,
DEN,DEN,7789,EJT1,KIAH,KRDU,19:36,,,
DEN,DEN,8903,EJT1,KEWR,KRDU,19:37,,,
MAX,MAX,234,FRJ1,KMCO,KRDU,19:37,,,
VAL,VAL,2324,EJT1,KDCA,KRDU,19:39,,,
TAB,TAB,2789,EJT1,KMSP,KRDU,19:40,,,
DEN,DEN,5068,EJT1,MDPC,KRDU,19:41,,,
TAB,TAB,4840,EJT1,KEWR,KRDU,19:44,,,
VAL,VAL,6609,EJT1,KEWR,KRDU,19:46,,,
MAX,MAX,8858,FRJ1,KPHL,KRDU,19:47,,,
MAX,MAX,2786,FRJ1,KECP,KRDU,19:48,,,
VAL,VAL,4900,EJT1,KATL,KRDU,19:51,,,
MAX,MAX,2357,FRJ1,KDTW,KRDU,19:52,,,
MAX,MAX,7252,FRJ1,KMDW,KRDU,19:54,,,
VAL,VAL,8758,EJT1,KJFK,KRDU,19:56,,,
VAL,VAL,4012,EJT1,KEWR,KRDU,20:00,,,
MAX,MAX,7722,FRJ1,KDTW,KRDU,20:05,,,
VAL,VAL,1269,BTRP,KDEN,KRDU,20:07,,,
TAB,TAB,7119,FRJ1,KDCA,KRDU,20:07,,,
FRT,FRT,8672,EJT1,KMCO,KRDU,20:08,,,
VAL,VAL,455,EJT1,CYUL,KRDU,20:08,,,
DEN,DEN,8347,EJT1,KCLT,KRDU,20:09,,,
DEN,DEN,8830,EJT1,EGLL,KRDU,20:10,,,
MAX,MAX,7411,FRJ1,KBWI,KRDU,20:11,,,
MAX,MAX,5404,FRJ1,KMDW,KRDU,20:13,,,
MAX,MAX,1984,FRJ1,KPHL,KRDU,20:14,,,
MAX,MAX,4970,FRJ1,KBOS,KRDU,20:15,,,
DEN,DEN,1719,EJT1,KJFK,KRDU,20:16,,,
MAX,MAX,3274,FRJ1,KDCA,KRDU,20:18,,,
MAX,MAX,2065,FRJ1,KLGA,KRDU,20:19,,,
TAB,TAB,5567,FRJ1,KLGA,KRDU,20:21,,,
VAL,VAL,1765,FRJ1,KEWR,KRDU,20:21,,,
TAB,TAB,8867,EJT1,KILM,KRDU,20:22,,,
DEN,DEN,3389,EJT1,KLGA,KRDU,20:24,,,
VAL,VAL,509,EJT1,KLAX,KRDU,20:24,,,
MAX,MAX,3377,FRJ1,KATL,KRDU,20:26,,,
MAX,MAX,200,FRJ1,KBOS,KRDU,20:28,,,
MAX,MAX,4057,FRJ1,KIAD,KRDU,20:34,,,
MAX,MAX,331,FRJ1,KSLC,KRDU,20:41,,,
MAX,MAX,503,FRJ1,KDEN,KRDU,20:42,,,
MAX,MAX,1909,FRJ1,KMCO,KRDU,20:44,,,
VAL,VAL,8283,BTRP,KEWR,KRDU,20:45,,,
VAL,VAL,8947,EJT1,KJFK,KRDU,20:48,,,
MAX,MAX,188,FRJ1,KMCO,KRDU,20:49,,,
VAL,VAL,3034,FRJ1,CYYZ,KRDU,20:49,,,
VAL,VAL,2060,BTRP,KCLT,KRDU,20:51,,,
VAL,VAL,5090,EJT1,KJFK,KRDU,20:55,,,
TAB,TAB,2679,EJT1,KLAS,KRDU,20:59,,,
MAX,MAX,3283,FRJ1,KCLT,KRDU,21:00,,,
VAL,VAL,8489,EJT1,KCLT,KRDU,21:02,,,
MAX,MAX,4144,FRJ1,KDAL,KRDU,21:04,,,
MAX,MAX,1249,FRJ1,KAUS,KRDU,21:07,,,
MAX,MAX,2644,FRJ1,KPHL,KRDU,21:16,,,
MAX,MAX,1166,FRJ1,KATL,KRDU,21:17,,,
MAX,MAX,8078,FRJ1,KORD,KRDU,21:18,,,
VAL,VAL,5190,EJT1,KAUS,KRDU,21:18,,,
MAX,MAX,1970,FRJ1,KBNA,KRDU,21:20,,,
VAL,VAL,8691,EJT1,KSDF,KRDU,21:25,,,
MAX,MAX,1809,FRJ1,KMIA,KRDU,21:26,,,
MAX,MAX,3817,FRJ1,KJFK,KRDU,21:28,,,
MAX,MAX,1487,FRJ1,KCLT,KRDU,21:28,,,
MAX,MAX,4229,FRJ1,KLGA,KRDU,21:28,,,
MAX,MAX,8545,FRJ1,KMCO,KRDU,21:28,,,
MAX,MAX,9887,FRJ1,KCLT,KRDU,21:28,,,
DEN,DEN,6429,FRJ1,KATL,KRDU,21:31,,,
LAW,LAW,5750,FRJ1,KORF,KRDU,21:32,,,
VAL,VAL,1239,BTRP,KLGA,KRDU,21:32,,,
MAX,MAX,3654,FRJ1,KEWR,KRDU,21:34,,,
MAX,MAX,8488,FRJ1,KPIT,KRDU,21:36,,,
MAX,MAX,3788,FRJ1,KEWR,KRDU,21:36,,,
TAB,TAB,9590,EJT1,KATL,KRDU,21:38,,,
VAL,VAL,4376,EJT1,KBNA,KRDU,21:41,,,
TAB,TAB,38,EJT1,KSEA,KRDU,21:44,,,
VAL,VAL,3895,EJT1,KDEN,KRDU,21:45,,,
MAX,MAX,6575,FRJ1,KIAD,KRDU,21:46,,,
VAL,VAL,7926,EJT1,KDCA,KRDU,21:47,,,
VAL,VAL,2889,BTRP,KLGA,KRDU,21:51,,,
VAL,VAL,6508,EJT1,KMDW,KRDU,21:52,,,
MAX,MAX,264,FRJ1,KDCA,KRDU,21:52,,,
FRT,FRT,4134,EJT1,KLGA,KRDU,21:53,,,
VAL,VAL,9636,EJT1,KFLL,KRDU,21:54,,,
MAX,MAX,5933,FRJ1,BIKF,KRDU,21:55,,,
MAX,MAX,9407,FRJ1,KMIA,KRDU,21:57,,,
VAL,VAL,5391,FRJ1,KJFK,KRDU,21:59,,,
MAX,MAX,4301,FRJ1,KPHL,KRDU,21:59,,,
DEN,DEN,2433,EJT1,KTPA,KRDU,21:59,,,
VAL,VAL,9702,EJT1,KBWI,KRDU,22:06,,,
FRT,FRT,3110,EJT1,KMCO,KRDU,22:06,,,
MAX,MAX,1180,FRJ1,KLGA,KRDU,22:07,,,
DEN,DEN,6950,FRJ1,KFLL,KRDU,22:08,,,
MAX,MAX,9061,FRJ1,KMSP,KRDU,22:09,,,
TAB,TAB,4246,EJT1,KMSP,KRDU,22:12,,,
MAX,MAX,1900,FRJ1,KPHL,KRDU,22:13,,,
VAL,VAL,5556,EJT1,KFLL,KRDU,22:14,,,
DEN,DEN,7187,FRJ1,KJFK,KRDU,22:18,,,
MAX,MAX,9498,FRJ1,KBNA,KRDU,22:19,,,
MAX,MAX,5673,FRJ1,KDEN,KRDU,22:24,,,
MAX,MAX,5048,FRJ1,KFLL,KRDU,22:33,,,
DEN,DEN,4322,EJT1,KEWR,KRDU,22:38,,,
VAL,VAL,8275,EJT1,KJFK,KRDU,22:41,,,
TAB,TAB,5313,EJT1,KATL,KRDU,22:41,,,
VAL,VAL,319,EJT1,BIKF,KRDU,22:44,,,
MAX,MAX,3828,FRJ1,KCLT,KRDU,22:44,,,
MAX,MAX,9563,FRJ1,KDTW,KRDU,22:44,,,
DEN,DEN,8915,FRJ1,CYYZ,KRDU,22:45,,,
VAL,VAL,8392,EJT1,KFLL,KRDU,22:46,,,
VAL,VAL,111,EJT1,KMCO,KRDU,22:46,,,
MAX,MAX,6744,FRJ1,KCLT,KRDU,22:52,,,
FRT,FRT,7623,EJT1,KLGA,KRDU,22:54,,,
DEN,DEN,6270,EJT1,KCLT,KRDU,22:55,,,
FRT,FRT,6380,EJT1,KBTV,KRDU,22:55,,,
MAX,MAX,4184,FRJ1,KJFK,KRDU,22:57,,,
MAX,MAX,1612,FRJ1,KPHX,KRDU,23:06,,,
MAX,MAX,9884,FRJ1,KIAH,KRDU,23:23,,,
LAW,LAW,5963,FRJ1,KORF,KRDU,23:29,,,
MAX,MAX,502,FRJ1,KORD,KRDU,23:34,,,
MAX,MAX,3599,FRJ1,KLGA,KRDU,23:42,,,
MAX,MAX,9802,FRJ1,KEWN,KRDU,23:52,,,
TAB,TAB,3344,EJT1,KRDU,KMDW,,04:05,,
MAX,MAX,2693,FRJ1,KRDU,KCLT,,04:07,,
DEN,DEN,9261,EJT1,KRDU,KORD,,04:13,,
VAL,VAL,1879,EJT1,KRDU,KBOS,,04:16,,
FRT,FRT,7457,EJT1,KRDU,KJFK,,04:17,,
DEN,DEN,8071,EJT1,KRDU,MDPC,,04:25,,
TAB,TAB,6307,EJT1,KRDU,KEWR,,04:31,,
VAL,VAL,7870,BTRP,KRDU,KLGA,,04:31,,
TAB,TAB,9113,EJT1,KRDU,KATL,,04:32,,
MAX,MAX,5980,FRJ1,KRDU,BIKF,,04:35,,
MAX,MAX,8674,FRJ1,KRDU,KDCA,,04:37,,
FRT,FRT,2633,EJT1,KRDU,KBTV,,04:53,,
MAX,MAX,5558,FRJ1,KRDU,KDCA,,04:53,,
MAX,MAX,5596,FRJ1,KRDU,KJFK,,04:55,,
MAX,MAX,7981,FRJ1,KRDU,KBWI,,04:57,,
VAL,VAL,5234,EJT1,KRDU,KMIA,,04:57,,
TAB,TAB,6416,EJT1,KRDU,KSTL,,05:02,,
MAX,MAX,7921,FRJ1,KRDU,KCLT,,05:02,,
MAX,MAX,3707,FRJ1,KRDU,KLGA,,05:04,,
DEN,DEN,5290,EJT1,KRDU,KMIA,,05:07,,
MAX,MAX,4024,FRJ1,KRDU,KMSP,,05:07,,
VAL,VAL,7074,EJT1,KRDU,KMCO,,05:08,,
VAL,VAL,6881,EJT1,KRDU,KDCA,,05:08,,
VAL,VAL,4788,EJT1,KRDU,KCLT,,05:08,,
MAX,MAX,8946,FRJ1,KRDU,KJFK,,05:09,,
TAB,TAB,5359,EJT1,KRDU,KPIT,,05:10,,
DEN,DEN,6661,EJT1,KRDU,MDPC,,05:11,,
MAX,MAX,1207,FRJ1,KRDU,KLGA,,05:14,,
DEN,DEN,648,EJT1,KRDU,KMIA,,05:15,,
TAB,TAB,3694,FRJ1,KRDU,KDFW,,05:15,,
TAB,TAB,4218,EJT1,KRDU,KATL,,05:17,,
VAL,VAL,6661,EJT1,KRDU,KLGA,,05:17,,
VAL,VAL,8945,BTRP,KRDU,KEWR,,05:18,,
TAB,TAB,4722,EJT1,KRDU,KMCO,,05:19,,
DEN,DEN,4382,FRJ1,KRDU,KCLT,,05:22,,
TAB,TAB,2217,FRJ1,KRDU,KORD,,05:28,,
MAX,MAX,8573,FRJ1,KRDU,KEWN,,05:30,,
VAL,VAL,9438,BTRP,KRDU,KEWR,,05:32,,
MAX,MAX,8391,FRJ1,KRDU,KRDU,,05:32,,
DEN,DEN,8209,EJT1,KRDU,KORD,,05:33,,
TAB,TAB,9831,FRJ1,KRDU,KEWR,,05:34,,
MAX,MAX,1522,FRJ1,KRDU,KBNA,,05:34,,
MAX,MAX,5180,FRJ1,KRDU,KHVN,,05:35,,
MAX,MAX,567,FRJ1,KRDU,KATL,,05:37,,
MAX,MAX,5187,FRJ1,KRDU,KATL,,05:37,,
MAX,MAX,2445,FRJ1,KRDU,KATL,,05:38,,
MAX,MAX,3020,FRJ1,KRDU,KMIA,,05:41,,
VAL,VAL,1591,EJT1,KRDU,KATL,,05:42,,
MAX,MAX,3198,FRJ1,KRDU,KBOS,,05:44,,
MAX,MAX,5154,FRJ1,KRDU,KBNA,,05:44,,
MAX,MAX,7310,FRJ1,KRDU,KPHL,,05:45,,
MAX,MAX,361,FRJ1,KRDU,KPHL,,05:47,,
MAX,MAX,2178,FRJ1,KRDU,KIAH,,05:48,,
TAB,TAB,1769,EJT1,KRDU,KPIT,,05:52,,
TAB,TAB,864,EJT1,KRDU,KSEA,,05:52,,
MAX,MAX,6711,FRJ1,KRDU,KMDT,,05:53,,
TAB,TAB,4731,FRJ1,KRDU,KLGA,,05:56,,
MAX,MAX,7714,FRJ1,KRDU,KMIA,,05:56,,
MAX,MAX,7313,FRJ1,KRDU,KBOS,,05:56,,
VAL,VAL,6063,FRJ1,KRDU,KTLH,,05:57,,
DEN,DEN,9564,EJT1,KRDU,KATL,,05:58,,
MAX,MAX,4280,FRJ1,KRDU,KLGA,,06:00,,
FRT,FRT,5164,EJT1,KRDU,KJFK,,06:00,,
DEN,DEN,8882,EJT1,KRDU,KEWR,,06:05,,
MAX,MAX,8596,FRJ1,KRDU,KLGA,,06:10,,
TAB,TAB,8497,EJT1,KRDU,KIAD,,06:12,,
VAL,VAL,3882,EJT1,KRDU,KFLL,,06:16,,
DEN,DEN,8125,EJT1,KRDU,KMIA,,06:17,,
MAX,MAX,4326,FRJ1,KRDU,KATL,,06:18,,
MAX,MAX,6008,FRJ1,KRDU,KIAD,,06:24,,
VAL,VAL,5107,EJT1,KRDU,KAUS,,06:24,,
FRT,FRT,3589,EJT1,KRDU,KPHL,,06:25,,
FRT,FRT,1087,EJT1,KRDU,KATL,,06:27,,
TAB,TAB,2317,EJT1,KRDU,KATL,,06:28,,
TAB,TAB,8199,FRJ1,KRDU,KEWR,,06:29,,
MAX,MAX,4291,FRJ1,KRDU,KDCA,,06:31,,
FRT,FRT,719,EJT1,KRDU,KLGA,,06:38,,
MAX,MAX,338,FRJ1,KRDU,KMIA,,06:39,,
FRT,FRT,5091,EJT1,KRDU,KMCO,,06:40,,
DEN,DEN,5260,EJT1,KRDU,KMIA,,06:50,,
TAB,TAB,8755,EJT1,KRDU,KLAS,,06:50,,
MAX,MAX,4143,FRJ1,KRDU,KATL,,06:52,,
MAX,MAX,7427,FRJ1,KRDU,KJFK,,06:55,,
TAB,TAB,4106,EJT1,KRDU,KMCO,,06:59,,
TAB,TAB,8800,FRJ1,KRDU,KDFW,,07:01,,
VAL,VAL,2352,EJT1,KRDU,TJSJ,,07:05,,
FRT,FRT,791,EJT1,KRDU,KOAJ,,07:09,,
TAB,TAB,8368,EJT1,KRDU,KCLT,,07:13,,
VAL,VAL,2193,EJT1,KRDU,KSDF,,07:13,,
MAX,MAX,2578,FRJ1,KRDU,KBOS,,07:19,,
MAX,MAX,6944,FRJ1,KRDU,KPHL,,07:22,,
VAL,VAL,2348,FRJ1,KRDU,KTLH,,07:25,,
DEN,DEN,1914,EJT1,KRDU,KTPA,,07:26,,
MAX,MAX,3635,FRJ1,KRDU,KMDW,,07:28,,
MAX,MAX,6886,FRJ1,KRDU,KLGA,,07:29,,
MAX,MAX,3059,FRJ1,KRDU,KDEN,,07:32,,
FRT,FRT,4648,EJT1,KRDU,KPHL,,07:37,,
MAX,MAX,996,FRJ1,KRDU,KPHL,,07:38,,
VAL,VAL,9056,FRJ1,KRDU,KJFK,,07:41,,
MAX,MAX,5085,FRJ1,KRDU,KJAX,,07:41,,
TAB,TAB,5180,FRJ1,KRDU,KDFW,,07:47,,
DEN,DEN,8838,EJT1,KRDU,KTPA,,07:49,,
TAB,TAB,2592,EJT1,KRDU,KJFK,,07:51,,
MAX,MAX,2632,FRJ1,KRDU,KDCA,,07:51,,
MAX,MAX,6691,FRJ1,KRDU,KDEN,,07:57,,
FRT,FRT,598,EJT1,KRDU,KMCO,,07:58,,
VAL,VAL,4754,EJT1,KRDU,KSDF,,08:01,,
VAL,VAL,7485,FRJ1,KRDU,KATL,,08:02,,
MAX,MAX,8449,FRJ1,KRDU,KPHL,,08:02,,
MAX,MAX,6267,FRJ1,KRDU,KMCO,,08:08,,
VAL,VAL,1244,EJT1,KRDU,KATL,,08:09,,
DEN,DEN,1432,EJT1,KRDU,KCLT,,08:10,,
DEN,DEN,352,EJT1,KRDU,MDPC,,08:11,,
VAL,VAL,684,EJT1,KRDU,CYUL,,08:18,,
DEN,DEN,206,EJT1,KRDU,KLGA,,08:24,,
TAB,TAB,492,FRJ1,KRDU,KBNA,,08:25,,
DEN,DEN,68,EJT1,KRDU,EGLL,,08:25,,
TAB,TAB,3588,EJT1,KRDU,KPIT,,08:30,,
MAX,MAX,7735,FRJ1,KRDU,KCLT,,08:33,,
MAX,MAX,5233,FRJ1,KRDU,KDCA,,08:38,,
MAX,MAX,5727,FRJ1,KRDU,KHVN,,08:39,,
TAB,TAB,4161,EJT1,KRDU,KSEA,,08:39,,
MAX,MAX,8068,FRJ1,KRDU,KBWI,,08:40,,
MAX,MAX,6066,FRJ1,KRDU,KLGA,,08:46,,
VAL,VAL,4420,FRJ1,KRDU,KIAH,,08:47,,
MAX,MAX,2076,FRJ1,KRDU,KAUS,,08:48,,
FRT,FRT,6560,EJT1,KRDU,KLGA,,08:50,,
TAB,TAB,1456,EJT1,KRDU,KDCA,,08:52,,
MAX,MAX,6555,FRJ1,KRDU,KILM,,08:56,,
MAX,MAX,8696,FRJ1,KRDU,KBNA,,08:57,,
TAB,TAB,5872,EJT1,KRDU,KILM,,09:01,,
VAL,VAL,4962,EJT1,KRDU,KEWR,,09:02,,
MAX,MAX,2302,FRJ1,KRDU,KATL,,09:08,,
MAX,MAX,9064,FRJ1,KRDU,KLGA,,09:12,,
TAB,TAB,7688,EJT1,KRDU,KPIT,,09:13,,
MAX,MAX,6459,FRJ1,KRDU,KIAD,,09:16,,
TAB,TAB,994,FRJ1,KRDU,KDFW,,09:16,,
MAX,MAX,2731,FRJ1,KRDU,KATL,,09:21,,
DEN,DEN,126,FRJ1,KRDU,KCLT,,09:22,,
MAX,MAX,753,FRJ1,KRDU,TJSJ,,09:26,,
MAX,MAX,4678,FRJ1,KRDU,KDCA,,09:26,,
VAL,VAL,390,EJT1,KRDU,KDCA,,09:27,,
DEN,DEN,3761,EJT1,KRDU,KATL,,09:28,,
MAX,MAX,4296,FRJ1,KRDU,KATL,,09:30,,
MAX,MAX,1515,FRJ1,KRDU,KIAD,,09:31,,
TAB,TAB,7600,EJT1,KRDU,KPIT,,09:32,,
DEN,DEN,2448,EJT1,KRDU,KIAH,,09:39,,
MAX,MAX,2376,FRJ1,KRDU,KATL,,09:43,,
MAX,MAX,1720,FRJ1,KRDU,KBOS,,09:45,,
MAX,MAX,7408,FRJ1,KRDU,KSDF,,09:49,,
DEN,DEN,7448,FRJ1,KRDU,KFLL,,09:50,,
TAB,TAB,4720,EJT1,KRDU,KPIT,,09:51,,
TAB,TAB,6189,EJT1,KRDU,KMCO,,09:51,,
VAL,VAL,9716,EJT1,KRDU,KSTL,,09:53,,
TAB,TAB,7923,EJT1,KRDU,KATL,,09:54,,
VAL,VAL,5748,EJT1,KRDU,KDEN,,09:55,,
MAX,MAX,5174,FRJ1,KRDU,KAUS,,09:58,,
TAB,TAB,1152,EJT1,KRDU,KATL,,10:02,,
MAX,MAX,7288,FRJ1,KRDU,KHVN,,10:09,,
FRT,FRT,3481,EJT1,KRDU,KMCO,,10:12,,
FRT,FRT,7414,EJT1,KRDU,KMCO,,10:14,,
MAX,MAX,1546,FRJ1,KRDU,KLGA,,10:18,,
MAX,MAX,8531,FRJ1,KRDU,KLGA,,10:21,,
DEN,DEN,1455,EJT1,KRDU,KEWR,,10:27,,
MAX,MAX,7841,FRJ1,KRDU,KDTW,,10:30,,
MAX,MAX,3703,FRJ1,KRDU,KJFK,,10:32,,
TAB,TAB,1292,EJT1,KRDU,KMCO,,10:34,,
VAL,VAL,3936,EJT1,KRDU,KFLL,,10:36,,
FRT,FRT,7975,EJT1,KRDU,KOAJ,,10:39,,
MAX,MAX,5725,FRJ1,KRDU,KJFK,,10:41,,
VAL,VAL,9043,FRJ1,KRDU,KDFW,,10:54,,
VAL,VAL,686,EJT1,KRDU,KEWR,,10:54,,
DEN,DEN,2502,EJT1,KRDU,KILM,,10:55,,
VAL,VAL,2431,EJT1,KRDU,CYUL,,10:56,,
VAL,VAL,2083,EJT1,KRDU,TJSJ,,10:56,,
MAX,MAX,2575,FRJ1,KRDU,KEWN,,11:00,,
MAX,MAX,1178,FRJ1,KRDU,TJSJ,,11:00,,
MAX,MAX,1789,FRJ1,KRDU,KSLC,,11:01,,
MAX,MAX,9616,FRJ1,KRDU,KORD,,11:02,,
MAX,MAX,9665,FRJ1,KRDU,KATL,,11:03,,
MAX,MAX,2088,FRJ1,KRDU,KJFK,,11:05,,
TAB,TAB,725,EJT1,KRDU,KPIT,,11:06,,
DEN,DEN,9336,EJT1,KRDU,KIAH,,11:08,,
MAX,MAX,6118,FRJ1,KRDU,KLGA,,11:12,,
MAX,MAX,148,FRJ1,KRDU,KLGA,,11:16,,
VAL,VAL,8156,EJT1,KRDU,KJFK,,11:19,,
MAX,MAX,8318,FRJ1,KRDU,KORD,,11:20,,
MAX,MAX,7575,FRJ1,KRDU,KLGA,,11:20,,
MAX,MAX,8252,FRJ1,KRDU,LFPG,,11:24,,
DEN,DEN,3505,EJT1,KRDU,KEWR,,11:24,,
MAX,MAX,7613,FRJ1,KRDU,KCLT,,11:39,,
MAX,MAX,8319,FRJ1,KRDU,KJFK,,11:41,,
VAL,VAL,7288,EJT1,KRDU,KPIT,,11:45,,
TAB,TAB,4160,FRJ1,KRDU,KEWR,,11:46,,
MAX,MAX,5074,FRJ1,KRDU,KORD,,12:02,,
MAX,MAX,6684,FRJ1,KRDU,KMIA,,12:04,,
DEN,DEN,3815,EJT1,KRDU,MDPC,,12:06,,
DEN,DEN,1521,EJT1,KRDU,KJFK,,12:09,,
DEN,DEN,9667,EJT1,KRDU,KEWR,,12:11,,
MAX,MAX,7850,FRJ1,KRDU,KEWN,,12:16,,
VAL,VAL,987,FRJ1,KRDU,KBOS,,12:17,,
MAX,MAX,2047,FRJ1,KRDU,KATL,,12:18,,
MAX,MAX,9589,FRJ1,KRDU,KJFK,,12:18,,
MAX,MAX,5830,FRJ1,KRDU,KIAD,,12:20,,
MAX,MAX,6771,FRJ1,KRDU,KMCO,,12:22,,
MAX,MAX,1232,FRJ1,KRDU,KJFK,,12:27,,
MAX,MAX,7302,FRJ1,KRDU,KLGA,,12:30,,
VAL,VAL,7621,EJT1,KRDU,KMCO,,12:30,,
DEN,DEN,9262,EJT1,KRDU,KTPA,,12:32,,
TAB,TAB,4991,EJT1,KRDU,KMCO,,12:32,,
DEN,DEN,2484,EJT1,KRDU,KILM,,12:33,,
MAX,MAX,5713,FRJ1,KRDU,KBOS,,12:34,,
VAL,VAL,1181,EJT1,KRDU,KMCO,,12:36,,
VAL,VAL,4475,BTRP,KRDU,KBOS,,12:37,,
DEN,DEN,2171,EJT1,KRDU,KJFK,,12:38,,
MAX,MAX,3085,FRJ1,KRDU,KORD,,12:46,,
VAL,VAL,6156,EJT1,KRDU,KORD,,12:46,,
VAL,VAL,3825,EJT1,KRDU,KBNA,,12:47,,
MAX,MAX,3621,FRJ1,KRDU,KEWR,,12:50,,
VAL,VAL,8641,EJT1,KRDU,CYUL,,12:53,,
VAL,VAL,1207,FRJ1,KRDU,KATL,,12:54,,
TAB,TAB,4690,FRJ1,KRDU,KDFW,,12:56,,
MAX,MAX,1982,FRJ1,KRDU,KDCA,,12:57,,
VAL,VAL,4364,EJT1,KRDU,KJFK,,13:00,,
MAX,MAX,1133,FRJ1,KRDU,KBNA,,13:02,,
MAX,MAX,6354,FRJ1,KRDU,KPIT,,13:03,,
MAX,MAX,5053,FRJ1,KRDU,KMSP,,13:05,,
TAB,TAB,8528,EJT1,KRDU,KSEA,,13:10,,
FRT,FRT,1749,EJT1,KRDU,KSEA,,13:13,,
MAX,MAX,8848,FRJ1,KRDU,KIAH,,13:17,,
MAX,MAX,8849,FRJ1,KRDU,KMCO,,13:19,,
MAX,MAX,7141,FRJ1,KRDU,KILM,,13:25,,
VAL,VAL,8633,FRJ1,KRDU,KEWR,,13:26,,
MAX,MAX,7390,FRJ1,KRDU,KDCA,,13:26,,
TAB,TAB,9014,EJT1,KRDU,KDCA,,13:28,,
MAX,MAX,2628,FRJ1,KRDU,KLGA,,13:29,,
TAB,TAB,550,EJT1,KRDU,KILM,,13:35,,
VAL,VAL,1311,EJT1,KRDU,KLEX,,13:42,,
TAB,TAB,6301,EJT1,KRDU,KCLT,,13:42,,
DEN,DEN,1502,FRJ1,KRDU,CYYZ,,13:45,,
MAX,MAX,4583,FRJ1,KRDU,KMCO,,13:50,,
VAL,VAL,1363,EJT1,KRDU,KMCO,,13:57,,
TAB,TAB,9678,FRJ1,KRDU,KLGA,,14:02,,
DEN,DEN,5582,FRJ1,KRDU,KCLT,,14:05,,
FRT,FRT,8098,EJT1,KRDU,KLGA,,14:06,,
DEN,DEN,3876,FRJ1,KRDU,KCLT,,14:07,,
MAX,MAX,1193,FRJ1,KRDU,KCLT,,14:07,,
MAX,MAX,634,FRJ1,KRDU,KDCA,,14:09,,
VAL,VAL,8437,EJT1,KRDU,KJFK,,14:10,,
TAB,TAB,1961,EJT1,KRDU,KBOS,,14:16,,
DEN,DEN,2358,EJT1,KRDU,KILM,,14:17,,
TAB,TAB,4891,EJT1,KRDU,KMCO,,14:20,,
MAX,MAX,6272,FRJ1,KRDU,KJFK,,14:24,,
VAL,VAL,6010,EJT1,KRDU,KJFK,,14:29,,
MAX,MAX,1774,FRJ1,KRDU,KMCO,,14:29,,
VAL,VAL,7003,EJT1,KRDU,CYYZ,,14:32,,
DEN,DEN,1186,FRJ1,KRDU,CYYZ,,14:33,,
TAB,TAB,7063,EJT1,KRDU,KEWR,,14:39,,
MAX,MAX,7257,FRJ1,KRDU,KPHX,,14:47,,
MAX,MAX,812,FRJ1,KRDU,BIKF,,14:56,,
FRT,FRT,5064,EJT1,KRDU,KMCO,,14:58,,
MAX,MAX,9358,FRJ1,KRDU,KMIA,,15:04,,
VAL,VAL,5972,EJT1,KRDU,BIKF,,15:04,,
TAB,TAB,5338,FRJ1,KRDU,KORD,,15:11,,
TAB,TAB,9695,EJT1,KRDU,KMCO,,15:12,,
MAX,MAX,3245,FRJ1,KRDU,KDEN,,15:12,,
TAB,TAB,3826,FRJ1,KRDU,KLGA,,15:16,,
MAX,MAX,4035,FRJ1,KRDU,KJFK,,15:27,,
MAX,MAX,9587,FRJ1,KRDU,KEWR,,15:30,,
MAX,MAX,2909,FRJ1,KRDU,KATL,,15:34,,
MAX,MAX,4749,FRJ1,KRDU,KJFK,,15:37,,
MAX,MAX,6544,FRJ1,KRDU,KSLC,,15:38,,
VAL,VAL,2901,EJT1,KRDU,BIKF,,15:42,,
MAX,MAX,7819,FRJ1,KRDU,KMIA,,15:44,,
VAL,VAL,277,EJT1,KRDU,KDCA,,15:45,,
DEN,DEN,6057,EJT1,KRDU,KMSP,,15:49,,
VAL,VAL,5964,FRJ1,KRDU,KEWR,,15:51,,
MAX,MAX,1355,FRJ1,KRDU,KIAD,,15:57,,
MAX,MAX,2482,FRJ1,KRDU,KATL,,15:59,,
MAX,MAX,8535,FRJ1,KRDU,KIAD,,16:00,,
FRT,FRT,9662,EJT1,KRDU,KBTV,,16:01,,
FRT,FRT,1249,EJT1,KRDU,KBTV,,16:04,,
MAX,MAX,5626,FRJ1,KRDU,KLGA,,16:05,,
MAX,MAX,9155,FRJ1,KRDU,KSLC,,16:07,,
FRT,FRT,8009,EJT1,KRDU,KMCO,,16:09,,
TAB,TAB,4476,EJT1,KRDU,KBOS,,16:10,,
TAB,TAB,1514,FRJ1,KRDU,KDFW,,16:11,,
TAB,TAB,6295,EJT1,KRDU,KSTL,,16:12,,
MAX,MAX,2645,FRJ1,KRDU,KBOS,,16:14,,
MAX,MAX,6565,FRJ1,KRDU,KHVN,,16:21,,
