"operator(color)","airline (callsign)","flight number","airplane type","from  (ICAO)","to (ICAO)","approach time","departure time","approach altitude override (feet)","special"
"TGB","TGB",4312,"BTRP","KLGA","KPWM",,"11:15",,
"FRT","FRT",2223,"EJT1","KLGA","KSTL",,"11:15",,
"TAB","TAB",2619,"EJT1","KLGA","KMSP",,"11:18",,
"VAL","VAL",365,"EJT1","KLGA","KPBI",,"11:20",,
"VAL","VAL",3053,"EJT1","KLGA","KBWI",,"11:25",,
"MAX","MAX",4579,"FRJ1","KLGA","KCLT",,"11:25",,
"TGB","TGB",4490,"BTRP","KLGA","KALB",,"11:29",,
"TAB","TAB",369,"EJT1","KLGA","KATL",,"11:29",,
"MAX","MAX",4661,"FRJ1","KLGA","KATL",,"11:30",,
"TAB","TAB",1390,"EJT1","KLGA","KBOS",,"11:30",,
"MAX","MAX",3861,"FRJ1","KLGA","KBUF",,"11:30",,
"MAX","MAX",5921,"FRJ1","KLGA","KDCA",,"11:30",,
"TAB","TAB",2231,"EJT1","KLGA","KDTW",,"11:30",,
"TAB","TAB",719,"FRJ1","KLGA","CYYZ",,"11:30",,
"TAB","TAB",1473,"EJT1","KLGA","KMEM",,"11:35",,
"FRT","FRT",343,"EJT1","KLGA","KORD",,"11:35",,
"FRT","FRT",1559,"EJT1","KLGA","KMIA",,"11:40",,
"MAX","MAX",5981,"FRJ1","KLGA","KSTL",,"11:40",,
"DEN","DEN",922,"EJT1","KLGA","KDTW",,"11:45",,
"MAX","MAX",3091,"FRJ1","KLGA","KILM",,"11:45",,
"MAX","MAX",4482,"FRJ1","KLGA","KRDU",,"11:45",,
"MAX","MAX",6446,"FRJ1","KLGA","KORF",,"11:50",,
"TAB","TAB",2547,"EJT1","KLGA","KATL",,"12:00",,
"LAW","LAW",2136,"FRJ1","KLGA","KBOS",,"12:00",,
"LAW","LAW",2183,"EJT1","KLGA","KDCA",,"12:00",,
"TAB","TAB",689,"EJT1","KLGA","KORD",,"12:00",,
"TGB","TGB",4456,"BTRP","KLGA","KSYR",,"12:00",,
"DEN","DEN",1433,"EJT1","KLGA","KIAH",,"12:05",,
"DEN","DEN",1637,"EJT1","KLGA","KCLT",,"12:07",,
"TAB","TAB",515,"EJT1","KLGA","KMKE",,"12:10",,
"MAX","MAX",4441,"FRJ1","KLGA","CYYZ",,"12:10",,
"FRT","FRT",763,"EJT1","KLGA","KDFW",,"12:15",,
"TAB","TAB",2353,"EJT1","KLGA","KTPA",,"12:25",,
"TAB","TAB",1420,"EJT1","KLGA","KCVG",,"12:29",,
"TGB","TGB",4345,"BTRP","KLGA","KPHL",,"12:29",,
"MAX","MAX",3683,"FRJ1","KLGA","KPIT",,"12:29",,
"MAX","MAX",4408,"FRJ1","KLGA","CYUL",,"12:29",,
"TGB","TGB",4529,"BTRP","KLGA","KBWI",,"12:30",,
"TAB","TAB",1392,"EJT1","KLGA","KBOS",,"12:30",,
"MAX","MAX",833,"FRJ1","KLGA","KDCA",,"12:30",,
"VAL","VAL",2134,"EJT1","KLGA","KDEN",,"12:30",,
"TGB","TGB",4183,"BTRP","KLGA","KITH",,"12:30",,
"MAX","MAX",6355,"FRJ1","KLGA","KRDU",,"12:30",,
"TAB","TAB",751,"FRJ1","KLGA","CYUL",,"12:30",,
"TAB","TAB",721,"FRJ1","KLGA","CYYZ",,"12:30",,
"MAX","MAX",1579,"FRJ1","KLGA","KMKE",,"12:35",,
"FRT","FRT",347,"EJT1","KLGA","KORD",,"12:35",,
"MAX","MAX",4429,"FRJ1","KLGA","KRDU",,"12:40",,
"TAB","TAB",2331,"EJT1","KLGA","KDTW",,"12:45",,
"TAB","TAB",409,"EJT1","KLGA","KDEN",,"12:46",,
"TAB","TAB",422,"EJT1","KLGA","KATL",,"12:49",,
"DEN","DEN",3874,"FRJ1","KLGA","KRIC",,"12:55",,
"MAX","MAX",4473,"FRJ1","KLGA","KBOS",,"12:59",,
"MAX","MAX",3970,"FRJ1","KLGA","KBUF",,"12:59",,
"TAB","TAB",2187,"EJT1","KLGA","KJAX",,"12:59",,
"MAX","MAX",3675,"FRJ1","KLGA","KRDU",,"12:59",,
"TAB","TAB",2647,"EJT1","KLGA","KATL",,"13:00",,
"LAW","LAW",2138,"FRJ1","KLGA","KBOS",,"13:00",,
"LAW","LAW",2185,"EJT1","KLGA","KDCA",,"13:00",,
"VAL","VAL",5825,"FRJ1","KLGA","KMCI",,"13:00",,
"FRT","FRT",2097,"EJT1","KLGA","KMIA",,"13:00",,
"MAX","MAX",994,"FRJ1","KLGA","KORD",,"13:00",,
"MAX","MAX",3993,"FRJ1","KLGA","KORF",,"13:00",,
"MAX","MAX",2595,"FRJ1","KLGA","KRIC",,"13:01",,
"MAX","MAX",3567,"FRJ1","KLGA","KCLT",,"13:05",,
"TAB","TAB",691,"EJT1","KLGA","KORD",,"13:05",,
"MAX","MAX",4674,"FRJ1","KLGA","KCLE",,"13:10",,
"FRT","FRT",527,"EJT1","KLGA","KDFW",,"13:10",,
"MAX","MAX",6014,"FRJ1","KLGA","KCAE",,"13:15",,
"DEN","DEN",1651,"EJT1","KLGA","KCLE",,"13:15",,
"MAX","MAX",4413,"FRJ1","KLGA","KXNA",,"13:15",,
"VAL","VAL",2883,"EJT1","KLGA","KMDW",,"13:25",,
"TAB","TAB",2019,"EJT1","KLGA","KMSP",,"13:25",,
"VAL","VAL",381,"EJT1","KLGA","KFLL",,"13:29",,
"DEN","DEN",2426,"EJT1","KLGA","KMYR",,"13:29",,
"MAX","MAX",3591,"FRJ1","KLGA","KPIT",,"13:29",,
"TGB","TGB",4476,"BTRP","KLGA","KSYR",,"13:29",,
"MAX","MAX",4561,"FRJ1","KLGA","CYYZ",,"13:29",,
"TAB","TAB",1394,"EJT1","KLGA","KBOS",,"13:30",,
"MAX","MAX",5925,"FRJ1","KLGA","KDCA",,"13:30",,
"MAX","MAX",6269,"FRJ1","KLGA","KOMA",,"13:30",,
"TAB","TAB",723,"FRJ1","KLGA","CYYZ",,"13:30",,
"MAX","MAX",6760,"FRJ1","KLGA","KIND",,"13:35",,
"MAX","MAX",659,"FRJ1","KLGA","KPHL",,"13:38",,
"TGB","TGB",4537,"BTRP","KLGA","KBWI",,"13:40",,
"MAX","MAX",4517,"FRJ1","KLGA","KCRW",,"13:40",,
"TAB","TAB",2779,"EJT1","KLGA","KFLL",,"13:40",,
"TAB","TAB",5528,"EJT1","KLGA","KATL",,"13:43",,
"FRT","FRT",353,"EJT1","KLGA","KORD",,"13:50",,
"TAB","TAB",510,"EJT1","KLGA","KMKE",,"13:53",,
"FRT","FRT",787,"EJT1","KLGA","KDFW",,"13:55",,
"TAB","TAB",320,"EJT1","KLGA","KDTW",,"13:55",,
"MAX","MAX",4612,"FRJ1","KLGA","KRDU",,"13:55",,
"DEN","DEN",1857,"EJT1","KLGA","KCLT",,"13:59",,
"DEN","DEN",233,"EJT1","KLGA","KIAH",,"13:59",,
"TAB","TAB",2747,"EJT1","KLGA","KATL",,"14:00",,
"LAW","LAW",2140,"FRJ1","KLGA","KBOS",,"14:00",,
"LAW","LAW",2187,"EJT1","KLGA","KDCA",,"14:00",,
"MAX","MAX",3665,"FRJ1","KLGA","KGSO",,"14:00",,
"MAX","MAX",899,"FRJ1","KLGA","KORD",,"14:00",,
"TGB","TGB",4581,"BTRP","KLGA","KPHL",,"14:00",,
"MAX","MAX",6508,"FRJ1","KLGA","KRDU",,"14:00",,
"VAL","VAL",5717,"FRJ1","KLGA","KBNA",,"14:05",,
"TAB","TAB",693,"EJT1","KLGA","KORD",,"14:05",,
"FRT","FRT",1551,"EJT1","KLGA","KBNA",,"14:10",,
"TAB","TAB",1485,"EJT1","KLGA","KMCO",,"14:15",,
"MAX","MAX",4489,"FRJ1","KLGA","KBOS",,"14:20",,
"MAX","MAX",4555,"FRJ1","KLGA","KCMH",,"14:25",,
"VAL","VAL",1066,"EJT1","KLGA","KMDW",,"14:25",,
"TGB","TGB",4618,"BTRP","KLGA","KALB",,"14:29",,
"TAB","TAB",1396,"EJT1","KLGA","KBOS",,"14:29",,
"TAB","TAB",208,"EJT1","KLGA","KCAK",,"14:29",,
"TAB","TAB",3087,"FRJ1","KLGA","KCLE",,"14:29",,
"TGB","TGB",4181,"BTRP","KLGA","KROA",,"14:29",,
"VAL","VAL",4659,"BTRP","KLGA","KCHO",,"14:30",,
"MAX","MAX",5927,"FRJ1","KLGA","KDCA",,"14:30",,
"VAL","VAL",4668,"BTRP","KLGA","KMHT",,"14:30",,
"TGB","TGB",4329,"BTRP","KLGA","KPHL",,"14:30",,
"TAB","TAB",725,"EJT1","KLGA","CYYZ",,"14:30",,
"VAL","VAL",240,"FRJ1","KLGA","KIAD",,"14:33",,
"MAX","MAX",2547,"FRJ1","KLGA","KCLT",,"14:35",,
"MAX","MAX",5978,"FRJ1","KLGA","KCMH",,"14:35",,
"FRT","FRT",363,"EJT1","KLGA","KORD",,"14:35",,
"VAL","VAL",4688,"BTRP","KLGA","KSYR",,"14:35",,
"MAX","MAX",4541,"FRJ1","KLGA","CYUL",,"14:35",,
"MAX","MAX",4584,"FRJ1","KLGA","KCLT",,"14:40",,
"DEN","DEN",779,"EJT1","KLGA","KFLL",,"14:40",,
"MAX","MAX",3307,"FRJ1","KLGA","KPIT",,"14:45",,
"TGB","TGB",4127,"BTRP","KLGA","KPHL",,"14:50",,
"MAX","MAX",6027,"FRJ1","KLGA","KSAV",,"14:50",,
"TAB","TAB",7735,"FRJ1","KLGA","CYOW",,"14:55",,
"TAB","TAB",4743,"FRJ1","KLGA","CYUL",,"14:55",,
"MAX","MAX",3019,"FRJ1","KLGA","KCMH",,"14:59",,
"MAX","MAX",1583,"FRJ1","KLGA","KMCI",,"14:59",,
"VAL","VAL",975,"EJT1","KLGA","KMKE",,"14:59",,
"TAB","TAB",915,"EJT1","KLGA","KPHF",,"14:59",,
"TAB","TAB",2847,"EJT1","KLGA","KATL",,"15:00",,
"LAW","LAW",2142,"FRJ1","KLGA","KBOS",,"15:00",,
"MAX","MAX",4491,"FRJ1","KLGA","KCLE",,"15:00",,
"LAW","LAW",2189,"EJT1","KLGA","KDCA",,"15:00",,
"MAX","MAX",4390,"FRJ1","KLGA","KDTW",,"15:00",,
"MAX","MAX",5953,"FRJ1","KLGA","KORD",,"15:00",,
"MAX","MAX",3033,"FRJ1","KLGA","KSDF",,"15:00",,
"FRT","FRT",1709,"EJT1","KLGA","KMIA",,"15:05",,
"TAB","TAB",695,"EJT1","KLGA","KORD",,"15:05",,
"MAX","MAX",3615,"FRJ1","KLGA","KBGR",,"15:06",,
"MAX","MAX",6376,"FRJ1","KLGA","KCVG",,"15:10",,
"MAX","MAX",2329,"FRJ1","KLGA","KDAY",,"15:12",,
"MAX","MAX",4596,"FRJ1","KLGA","CYYZ",,"15:15",,
"MAX","MAX",3899,"FRJ1","KLGA","KRDU",,"15:19",,
"MAX","MAX",4662,"FRJ1","KLGA","KATL",,"15:20",,
"TGB","TGB",4143,"BTRP","KLGA","KROC",,"15:25",,
"TAB","TAB",1398,"EJT1","KLGA","KBOS",,"15:30",,
"MAX","MAX",5929,"FRJ1","KLGA","KDCA",,"15:30",,
"DEN","DEN",3903,"FRJ1","KLGA","KGSP",,"15:30",,
"MAX","MAX",3003,"FRJ1","KLGA","KILM",,"15:30",,
"MAX","MAX",3701,"FRJ1","KLGA","KPHL",,"15:30",,
"MAX","MAX",3639,"FRJ1","KLGA","KRIC",,"15:30",,
"FRT","FRT",2019,"EJT1","KLGA","KSTL",,"15:30",,
"VAL","VAL",5817,"FRJ1","KLGA","KSTL",,"15:30",,
"TAB","TAB",727,"EJT1","KLGA","CYYZ",,"15:30",,
"MAX","MAX",4496,"FRJ1","KLGA","KCMH",,"15:45",,
"MAX","MAX",6707,"FRJ1","KLGA","KORF",,"15:45",,
"TGB","TGB",4322,"BTRP","KLGA","KBUF",,"15:59",,
"DEN","DEN",703,"EJT1","KLGA","KFLL",,"15:59",,
"TGB","TGB",4471,"BTRP","KLGA","KPHL",,"15:59",,
"TGB","TGB",4548,"BTRP","KLGA","KPVD",,"15:59",,
"TAB","TAB",2947,"EJT1","KLGA","KATL",,"16:00",,
"LAW","LAW",2144,"FRJ1","KLGA","KBOS",,"16:00",,
"TGB","TGB",4422,"BTRP","KLGA","KBTV",,"16:00",,
"LAW","LAW",2191,"EJT1","KLGA","KDCA",,"16:00",,
"FRT","FRT",791,"EJT1","KLGA","KDFW",,"16:00",,
"FRT","FRT",371,"EJT1","KLGA","KORD",,"16:00",,
"VAL","VAL",399,"EJT1","KLGA","KMCO",,"16:05",,
"VAL","VAL",5693,"FRJ1","KLGA","KRIC",,"16:15",,
"MAX","MAX",6063,"FRJ1","KLGA","KGRR",,"16:25",,
"DEN","DEN",4133,"FRJ1","KLGA","KPWM",,"16:25",,
"DEN","DEN",4033,"FRJ1","KLGA","KTYS",,"16:25",,
"MAX","MAX",6520,"FRJ1","KLGA","KBHM",,"16:30",,
"MAX","MAX",3005,"FRJ1","KLGA","KGSO",,"16:30",,
"MAX","MAX",3759,"FRJ1","KLGA","KPIT",,"16:35",,
"MAX","MAX",3694,"FRJ1","KLGA","KPWM",,"16:39",,
"MAX","MAX",262,"FRJ1","KLGA","KBGR",,"16:40",,
"MAX","MAX",4038,"FRJ1","KLGA","KORF",,"16:40",,
"MAX","MAX",2591,"FRJ1","KLGA","KCLT",,"16:45",,
"VAL","VAL",383,"EJT1","KLGA","KFLL",,"16:45",,
"TGB","TGB",4483,"BTRP","KLGA","KITH",,"16:59",,
"MAX","MAX",1641,"FRJ1","KLGA","KPHL",,"17:06",,
"MAX","MAX",1643,"FRJ1","KLGA","KATL",,"17:10",,
"TAB","TAB",1432,"EJT1","KLGA","KLGB",,"17:11",,
"MAX","MAX",824,"FRJ1","KLGA","KORD",,"17:22",,
"VAL","VAL",999,"FRJ1","KLGA","KBUF",,"17:25",,
"VAL","VAL",10,"FRJ1","KLGA","KDTW",,"17:25",,
"FRT","FRT",855,"EJT1","KLGA","KSLC",,"17:25",,
"FRT","FRT",1645,"EJT1","KLGA","KDFW",,"17:26",,
"FRT","FRT",1975,"EJT1","KLGA","KSEA",,"17:30",,
"MAX","MAX",4243,"FRJ1","KLGA","KDCA",,"17:35",,
"MAX","MAX",4262,"FRJ1","KLGA","KPHL",,"17:49",,
"TAB","TAB",133,"EJT1","KLGA","KILM",,"17:50",,
"TAB","TAB",2936,"EJT1","KLGA","KBOS",,"17:51",,
"MAX","MAX",7294,"FRJ1","KLGA","KPHX",,"17:54",,
"LAW","LAW",40,"FRJ1","KLGA","KORF",,"17:59",,
"DEN","DEN",5074,"EJT1","KLGA","KSFO",,"18:04",,
"DEN","DEN",1093,"EJT1","KLGA","KCLT",,"18:16",,
"DEN","DEN",1095,"EJT1","KLGA","KMIA",,"18:30",,
"DEN","DEN",1760,"EJT1","KLGA","MYGF",,"18:35",,
"DEN","DEN",1838,"FRJ1","KLGA","KATL",,"18:50",,
"MAX","MAX",544,"FRJ1","KLGA","KTPA",,"18:50",,
"MAX","MAX",8952,"FRJ1","KLGA","KMCO",,"18:54",,
"MAX","MAX",3375,"FRJ1","KLGA","KBOS",,"18:59",,
"VAL","VAL",3874,"EJT1","KLGA","KMIA",,"19:12",,
"VAL","VAL",9053,"EJT1","KLGA","KDFW",,"19:15",,
"VAL","VAL",5188,"EJT1","KLGA","CYYZ",,"19:30",,
"VAL","VAL",8088,"EJT1","KLGA","KLAX",,"19:32",,
"VAL","VAL",6829,"EJT1","KLGA","KATL",,"19:32",,
"MAX","MAX",9538,"FRJ1","KLGA","KIAD",,"19:35",,
"MAX","MAX",3990,"FRJ1","KLGA","KRDU",,"19:35",,
"MAX","MAX",8542,"FRJ1","KLGA","KPIT",,"19:35",,
"VAL","VAL",5898,"EJT1","KLGA","KBUF",,"19:39",,
"VAL","VAL",2005,"EJT1","KLGA","KMDW",,"19:40",,
"VAL","VAL",8551,"EJT1","KLGA","KCLT",,"19:45",,
"VAL","VAL",6769,"EJT1","KLGA","KBWI",,"19:45",,
"TAB","TAB",7973,"FRJ1","KLGA","KPHX",,"19:54",,
"TAB","TAB",7975,"FRJ1","KLGA","KBNA",,"19:55",,
"TAB","TAB",7979,"FRJ1","KLGA","KBOS",,"19:55",,
"MAX","MAX",892,"FRJ1","KLGA","KDCA",,"20:00",,
"MAX","MAX",335,"FRJ1","KLGA","KRDU",,"20:15",,
"VAL","VAL",3884,"EJT1","KLGA","KCLT",,"20:19",,
"VAL","VAL",518,"EJT1","KLGA","KCMH",,"21:00",,
"VAL","VAL",808,"EJT1","KLGA","KRDU",,"21:00",,
"VAL","VAL",689,"EJT1","KLGA","KSDF",,"21:05",,
"MAX","MAX",3538,"FRJ1","KLGA","KJAX",,"21:30",,
"MAX","MAX",3540,"FRJ1","KLGA","KGSO",,"21:30",,
"MAX","MAX",3542,"FRJ1","KLGA","KPHF",,"21:50",,
"VAL","VAL",598,"EJT1","KLGA","KLAS",,"21:55",,
"VAL","VAL",205,"EJT1","KLGA","KMEM",,"22:03",,
"VAL","VAL",851,"EJT1","KLGA","KPHL",,"22:24",,
"VAL","VAL",676,"EJT1","KLGA","KIND",,"22:40",,
"VAL","VAL",4672,"BTRP","KACK","KLGA","06:30",,,
"VAL","VAL",4674,"BTRP","KACK","KLGA","10:20",,,
"VAL","VAL",4676,"BTRP","KACK","KLGA","14:05",,,
"TGB","TGB",4497,"BTRP","KALB","KLGA","14:04",,,
"TGB","TGB",4531,"BTRP","KALB","KLGA","05:46",,,
"VAL","VAL",4670,"BTRP","KALB","KLGA","02:30",,,
"MAX","MAX",4651,"FRJ1","KATL","KLGA","06:30",,,
"MAX","MAX",4652,"FRJ1","KATL","KLGA","03:35",,,
"MAX","MAX",4657,"FRJ1","KATL","KLGA","10:00",,,
"MAX","MAX",4659,"FRJ1","KATL","KLGA","12:55",,,
"MAX","MAX",4663,"FRJ1","KATL","KLGA","16:55",,,
"MAX","MAX",4668,"FRJ1","KATL","KLGA","08:50",,,
"MAX","MAX",4671,"FRJ1","KATL","KLGA","14:35",,,
"TAB","TAB",1486,"EJT1","KATL","KLGA","04:00",,,
"TAB","TAB",1586,"EJT1","KATL","KLGA","04:55",,,
"TAB","TAB",1686,"EJT1","KATL","KLGA","06:10",,,
"TAB","TAB",1786,"EJT1","KATL","KLGA","07:05",,,
"TAB","TAB",1886,"EJT1","KATL","KLGA","07:58",,,
"TAB","TAB",1986,"EJT1","KATL","KLGA","08:58",,,
"TAB","TAB",2086,"EJT1","KATL","KLGA","10:00",,,
"TAB","TAB",2186,"EJT1","KATL","KLGA","11:00",,,
"TAB","TAB",2286,"EJT1","KATL","KLGA","11:52",,,
"TAB","TAB",2386,"EJT1","KATL","KLGA","13:59",,,
"TAB","TAB",2486,"EJT1","KATL","KLGA","12:57",,,
"TAB","TAB",2586,"EJT1","KATL","KLGA","15:02",,,
"TAB","TAB",2686,"EJT1","KATL","KLGA","16:07",,,
"TAB","TAB",2786,"EJT1","KATL","KLGA","17:00",,,
"TAB","TAB",2886,"EJT1","KATL","KLGA","17:58",,,
"TAB","TAB",2986,"EJT1","KATL","KLGA","18:56",,,
"TAB","TAB",337,"EJT1","KATL","KLGA","11:59",,,
"TAB","TAB",358,"EJT1","KATL","KLGA","18:20",,,
"TAB","TAB",360,"EJT1","KATL","KLGA","04:45",,,
"TAB","TAB",362,"EJT1","KATL","KLGA","10:16",,,
"TAB","TAB",364,"EJT1","KATL","KLGA","16:28",,,
"TAB","TAB",365,"EJT1","KATL","KLGA","15:29",,,
"TAB","TAB",368,"EJT1","KATL","KLGA","07:39",,,
"TAB","TAB",401,"EJT1","KATL","KLGA","13:47",,,
"MAX","MAX",6032,"FRJ1","KAVL","KLGA","09:45",,,
"MAX","MAX",3035,"FRJ1","KBGR","KLGA","12:58",,,
"MAX","MAX",3564,"FRJ1","KBGR","KLGA","02:30",,,
"MAX","MAX",3710,"FRJ1","KBGR","KLGA","06:30",,,
"DEN","DEN",3735,"FRJ1","KBGR","KLGA","02:40",,,
"MAX","MAX",6091,"FRJ1","KBGR","KLGA","12:29",,,
"MAX","MAX",6543,"FRJ1","KBHM","KLGA","12:52",,,
"FRT","FRT",1088,"EJT1","KBNA","KLGA","05:15",,,
"FRT","FRT",1684,"EJT1","KBNA","KLGA","16:00",,,
"MAX","MAX",4378,"FRJ1","KBNA","KLGA","11:15",,,
"MAX","MAX",4395,"FRJ1","KBNA","KLGA","08:55",,,
"VAL","VAL",5707,"FRJ1","KBNA","KLGA","08:15",,,
"VAL","VAL",5710,"FRJ1","KBNA","KLGA","15:30",,,
"MAX","MAX",6292,"FRJ1","KBNA","KLGA","05:10",,,
"MAX","MAX",4420,"FRJ1","KBOS","KLGA","02:10",,,
"MAX","MAX",4428,"FRJ1","KBOS","KLGA","11:15",,,
"MAX","MAX",4490,"FRJ1","KBOS","KLGA","15:50",,,
"MAX","MAX",4495,"FRJ1","KBOS","KLGA","04:30",,,
"MAX","MAX",4505,"FRJ1","KBOS","KLGA","08:25",,,
"MAX","MAX",4506,"FRJ1","KBOS","KLGA","13:40",,,
"MAX","MAX",4523,"FRJ1","KBOS","KLGA","12:35",,,
"LAW","LAW",2115,"FRJ1","KBOS","KLGA","02:05",,,
"LAW","LAW",2117,"FRJ1","KBOS","KLGA","03:19",,,
"LAW","LAW",2119,"EJT1","KBOS","KLGA","04:13",,,
"LAW","LAW",2121,"FRJ1","KBOS","KLGA","05:19",,,
"LAW","LAW",2123,"FRJ1","KBOS","KLGA","06:19",,,
"LAW","LAW",2125,"FRJ1","KBOS","KLGA","07:12",,,
"LAW","LAW",2127,"FRJ1","KBOS","KLGA","08:12",,,
"LAW","LAW",2129,"FRJ1","KBOS","KLGA","09:17",,,
"LAW","LAW",2131,"FRJ1","KBOS","KLGA","10:16",,,
"LAW","LAW",2133,"FRJ1","KBOS","KLGA","11:13",,,
"LAW","LAW",2135,"FRJ1","KBOS","KLGA","12:14",,,
"LAW","LAW",2137,"FRJ1","KBOS","KLGA","13:16",,,
"LAW","LAW",2139,"FRJ1","KBOS","KLGA","14:19",,,
"LAW","LAW",2141,"FRJ1","KBOS","KLGA","15:17",,,
"LAW","LAW",2143,"FRJ1","KBOS","KLGA","16:15",,,
"LAW","LAW",2145,"FRJ1","KBOS","KLGA","03:46",,,
"TAB","TAB",1371,"EJT1","KBOS","KLGA","02:08",,,
"TAB","TAB",1373,"EJT1","KBOS","KLGA","02:42",,,
"TAB","TAB",1375,"EJT1","KBOS","KLGA","03:43",,,
"TAB","TAB",1377,"EJT1","KBOS","KLGA","04:43",,,
"TAB","TAB",1379,"EJT1","KBOS","KLGA","05:44",,,
"TAB","TAB",1381,"EJT1","KBOS","KLGA","06:39",,,
"TAB","TAB",1383,"EJT1","KBOS","KLGA","07:43",,,
"TAB","TAB",1385,"EJT1","KBOS","KLGA","08:37",,,
"TAB","TAB",1387,"EJT1","KBOS","KLGA","09:35",,,
"TAB","TAB",1389,"EJT1","KBOS","KLGA","10:37",,,
"TAB","TAB",1391,"EJT1","KBOS","KLGA","11:39",,,
"TAB","TAB",1393,"EJT1","KBOS","KLGA","12:40",,,
"TAB","TAB",1395,"EJT1","KBOS","KLGA","13:42",,,
"TAB","TAB",1397,"EJT1","KBOS","KLGA","14:42",,,
"TAB","TAB",1399,"EJT1","KBOS","KLGA","15:36",,,
"TGB","TGB",4167,"BTRP","KBTV","KLGA","05:54",,,
"TGB","TGB",4203,"BTRP","KBTV","KLGA","09:28",,,
"TGB","TGB",4261,"BTRP","KBTV","KLGA","11:59",,,
"TGB","TGB",4421,"BTRP","KBTV","KLGA","02:00",,,
"TGB","TGB",4553,"BTRP","KBTV","KLGA","13:58",,,
"MAX","MAX",3570,"FRJ1","KBUF","KLGA","07:26",,,
"MAX","MAX",3663,"FRJ1","KBUF","KLGA","12:14",,,
"MAX","MAX",3735,"FRJ1","KBUF","KLGA","08:58",,,
"MAX","MAX",3865,"FRJ1","KBUF","KLGA","14:41",,,
"MAX","MAX",4027,"FRJ1","KBUF","KLGA","06:05",,,
"MAX","MAX",4097,"FRJ1","KBUF","KLGA","16:09",,,
"TGB","TGB",4327,"BTRP","KBUF","KLGA","02:08",,,
"TGB","TGB",4468,"BTRP","KBUF","KLGA","04:58",,,
"TGB","TGB",4126,"BTRP","KBWI","KLGA","13:29",,,
"TGB","TGB",4130,"BTRP","KBWI","KLGA","11:58",,,
"TGB","TGB",4506,"BTRP","KBWI","KLGA","05:03",,,
"TGB","TGB",4512,"BTRP","KBWI","KLGA","01:49",,,
"TGB","TGB",4532,"BTRP","KBWI","KLGA","08:35",,,
"TGB","TGB",4594,"BTRP","KBWI","KLGA","16:41",,,
"VAL","VAL",202,"EJT1","KBWI","KLGA","13:55",,,
"VAL","VAL",218,"EJT1","KBWI","KLGA","05:05",,,
"VAL","VAL",2966,"EJT1","KBWI","KLGA","10:55",,,
"MAX","MAX",6356,"FRJ1","KCAE","KLGA","04:00",,,
"TAB","TAB",199,"EJT1","KCAK","KLGA","03:02",,,
"TAB","TAB",207,"EJT1","KCAK","KLGA","12:56",,,
"TAB","TAB",212,"EJT1","KCAK","KLGA","08:46",,,
"TGB","TGB",4103,"BTRP","KCHO","KLGA","08:05",,,
"TGB","TGB",4108,"BTRP","KCHO","KLGA","02:31",,,
"TGB","TGB",4132,"BTRP","KCHO","KLGA","12:58",,,
"MAX","MAX",3860,"FRJ1","KCHS","KLGA","16:00",,,
"MAX","MAX",3871,"FRJ1","KCHS","KLGA","08:26",,,
"MAX","MAX",6003,"FRJ1","KCHS","KLGA","16:00",,,
"MAX","MAX",6017,"FRJ1","KCHS","KLGA","08:15",,,
"MAX","MAX",6035,"FRJ1","KCHS","KLGA","13:53",,,
"MAX","MAX",4528,"FRJ1","KCLE","KLGA","13:45",,,
"MAX","MAX",4572,"FRJ1","KCLE","KLGA","07:40",,,
"MAX","MAX",4664,"FRJ1","KCLE","KLGA","05:35",,,
"DEN","DEN",1450,"EJT1","KCLE","KLGA","12:17",,,
"DEN","DEN",1575,"EJT1","KCLE","KLGA","04:44",,,
"TAB","TAB",2001,"FRJ1","KCLE","KLGA","13:45",,,
"MAX","MAX",5802,"FRJ1","KCLE","KLGA","04:25",,,
"MAX","MAX",5804,"FRJ1","KCLE","KLGA","07:30",,,
"MAX","MAX",5806,"FRJ1","KCLE","KLGA","08:52",,,
"MAX","MAX",5814,"FRJ1","KCLE","KLGA","17:12",,,
"MAX","MAX",5902,"FRJ1","KCLE","KLGA","16:07",,,
"MAX","MAX",4575,"FRJ1","KCLT","KLGA","13:59",,,
"MAX","MAX",4578,"FRJ1","KCLT","KLGA","06:00",,,
"MAX","MAX",4580,"FRJ1","KCLT","KLGA","16:00",,,
"MAX","MAX",4581,"FRJ1","KCLT","KLGA","02:50",,,
"MAX","MAX",4583,"FRJ1","KCLT","KLGA","08:00",,,
"DEN","DEN",938,"EJT1","KCLT","KLGA","08:39",,,
"DEN","DEN",1050,"EJT1","KCLT","KLGA","04:50",,,
"DEN","DEN",1124,"EJT1","KCLT","KLGA","16:57",,,
"DEN","DEN",1182,"EJT1","KCLT","KLGA","11:22",,,
"DEN","DEN",1490,"EJT1","KCLT","KLGA","13:11",,,
"DEN","DEN",1630,"EJT1","KCLT","KLGA","15:17",,,
"DEN","DEN",1632,"EJT1","KCLT","KLGA","18:49",,,
"DEN","DEN",1910,"EJT1","KCLT","KLGA","07:00",,,
"MAX","MAX",2508,"FRJ1","KCLT","KLGA","14:42",,,
"MAX","MAX",2936,"FRJ1","KCLT","KLGA","02:52",,,
"MAX","MAX",3138,"FRJ1","KCLT","KLGA","09:58",,,
"MAX","MAX",4518,"FRJ1","KCMH","KLGA","14:15",,,
"MAX","MAX",4526,"FRJ1","KCMH","KLGA","08:35",,,
