"operator(color)","airline (callsign)","flight number","airplane type","from  (ICAO)","to (ICAO)","approach time","departure time","approach altitude override (feet)","special"
MAX,MAX,8678,FRJ1,KORD,KRDU,14:46,,,
VAL,VAL,9571,BTRP,KCLT,KRDU,14:48,,,
VAL,VAL,9651,BTRP,KBOS,KRDU,14:49,,,
FRT,FRT,9606,EJT1,KSEA,KRDU,14:49,,,
FRT,FRT,6248,EJT1,KLGA,KRDU,14:50,,,
MAX,MAX,8510,FRJ1,KHVN,KRDU,14:51,,,
MAX,MAX,5765,FRJ1,KPHL,KRDU,14:53,,,
VAL,VAL,940,EJT1,KJFK,KRDU,14:54,,,
VAL,VAL,1343,EJT1,KCLT,KRDU,14:57,,,
TAB,TAB,8966,EJT1,KAUS,KRDU,15:00,,,
VAL,VAL,3623,EJT1,KPIT,KRDU,15:00,,,
MAX,MAX,9044,FRJ1,KJFK,KRDU,15:01,,,
FRT,FRT,2101,EJT1,KMCO,KRDU,15:03,,,
MAX,MAX,8115,FRJ1,KEYW,KRDU,15:04,,,
FRT,FRT,3402,EJT1,KOAJ,KRDU,15:04,,,
TAB,TAB,7590,EJT1,KLGA,KRDU,15:04,,,
MAX,MAX,4930,FRJ1,KPHL,KRDU,15:05,,,
VAL,VAL,9975,EJT1,KLAS,KRDU,15:05,,,
VAL,VAL,5019,BTRP,KCLT,KRDU,15:05,,,
MAX,MAX,3622,FRJ1,KDTW,KRDU,15:06,,,
VAL,VAL,9466,EJT1,KBOS,KRDU,15:06,,,
MAX,MAX,2888,FRJ1,KHVN,KRDU,15:06,,,
MAX,MAX,2473,FRJ1,KJFK,KRDU,15:06,,,
FRT,FRT,9838,EJT1,KCLT,KRDU,15:07,,,
LAW,LAW,591,FRJ1,KORF,KRDU,15:07,,,
TAB,TAB,8224,EJT1,KIAD,KRDU,15:07,,,
VAL,VAL,2752,BTRP,KEWR,KRDU,15:09,,,
VAL,VAL,8929,FRJ1,KATL,KRDU,15:10,,,
TAB,TAB,3832,EJT1,KIAD,KRDU,15:12,,,
TAB,TAB,1199,EJT1,KAUS,KRDU,15:12,,,
MAX,MAX,339,FRJ1,KCLT,KRDU,15:13,,,
VAL,VAL,1799,EJT1,KMSP,KRDU,15:14,,,
MAX,MAX,3264,FRJ1,KLGA,KRDU,15:15,,,
VAL,VAL,8710,EJT1,KFLL,KRDU,15:16,,,
MAX,MAX,2273,FRJ1,KBOS,KRDU,15:16,,,
TAB,TAB,3242,EJT1,KIAD,KRDU,15:18,,,
FRT,FRT,3399,EJT1,KPHL,KRDU,15:18,,,
VAL,VAL,4056,EJT1,KEWR,KRDU,15:19,,,
MAX,MAX,7756,FRJ1,KMLI,KRDU,15:21,,,
MAX,MAX,4897,FRJ1,KDEN,KRDU,15:21,,,
MAX,MAX,8876,FRJ1,KILM,KRDU,15:21,,,
MAX,MAX,9370,FRJ1,KMDW,KRDU,15:23,,,
VAL,VAL,3120,EJT1,KFLL,KRDU,15:24,,,
MAX,MAX,6480,FRJ1,KORD,KRDU,15:24,,,
MAX,MAX,4702,FRJ1,KBNA,KRDU,15:29,,,
MAX,MAX,2997,FRJ1,KMCO,KRDU,15:30,,,
TAB,TAB,1869,FRJ1,KDCA,KRDU,15:32,,,
VAL,VAL,2906,EJT1,CYUL,KRDU,15:32,,,
TAB,TAB,7582,EJT1,KCLT,KRDU,15:32,,,
VAL,VAL,7591,FRJ1,KATL,KRDU,15:32,,,
MAX,MAX,5217,FRJ1,KIAD,KRDU,15:32,,,
MAX,MAX,5447,FRJ1,KDEN,KRDU,15:35,,,
MAX,MAX,4316,FRJ1,KMDW,KRDU,15:35,,,
MAX,MAX,8725,FRJ1,BIKF,KRDU,15:37,,,
DEN,DEN,9211,FRJ1,KECP,KRDU,15:39,,,
VAL,VAL,6683,FRJ1,CYYZ,KRDU,15:39,,,
MAX,MAX,7178,FRJ1,KIAD,KRDU,15:41,,,
VAL,VAL,9767,EJT1,KLAS,KRDU,15:42,,,
MAX,MAX,5658,FRJ1,KJFK,KRDU,15:42,,,
MAX,MAX,286,FRJ1,KLGA,KRDU,15:42,,,
DEN,DEN,3013,EJT1,KILM,KRDU,15:43,,,
VAL,VAL,2010,EJT1,KMSP,KRDU,15:43,,,
MAX,MAX,7511,FRJ1,KDCA,KRDU,15:45,,,
TAB,TAB,7767,EJT1,KIAD,KRDU,15:45,,,
VAL,VAL,3284,EJT1,KDCA,KRDU,15:45,,,
MAX,MAX,8401,FRJ1,KMIA,KRDU,15:46,,,
MAX,MAX,5780,FRJ1,KDCA,KRDU,15:46,,,
FRT,FRT,3391,EJT1,KOAJ,KRDU,15:47,,,
MAX,MAX,5842,FRJ1,KBOS,KRDU,15:47,,,
MAX,MAX,161,FRJ1,LFPG,KRDU,15:47,,,
TAB,TAB,4192,EJT1,KLAS,KRDU,15:48,,,
MAX,MAX,875,FRJ1,KMIA,KRDU,15:48,,,
TAB,TAB,2220,FRJ1,CYYZ,KRDU,15:48,,,
VAL,VAL,122,EJT1,KPIT,KRDU,15:50,,,
VAL,VAL,4746,EJT1,KFLL,KRDU,15:51,,,
VAL,VAL,97,EJT1,KSDF,KRDU,15:51,,,
MAX,MAX,9767,FRJ1,KEWN,KRDU,15:52,,,
VAL,VAL,5993,FRJ1,CYKF,KRDU,15:55,,,
DEN,DEN,5136,FRJ1,KFLL,KRDU,15:55,,,
MAX,MAX,7593,FRJ1,KDCA,KRDU,15:56,,,
VAL,VAL,6355,FRJ1,KCLT,KRDU,15:56,,,
TAB,TAB,9846,EJT1,KPIT,KRDU,15:57,,,
MAX,MAX,6240,FRJ1,KAUS,KRDU,15:58,,,
FRT,FRT,5981,AJT0,KJFK,KRDU,15:58,,,
TAB,TAB,4891,FRJ1,KDCA,KRDU,15:59,,,
MAX,MAX,7482,FRJ1,KBOS,KRDU,16:00,,,
TAB,TAB,4539,EJT1,KIAD,KRDU,16:00,,,
DEN,DEN,9498,EJT1,KORD,KRDU,16:01,,,
VAL,VAL,5589,EJT1,KAUS,KRDU,16:01,,,
VAL,VAL,6063,FRJ1,KATL,KRDU,16:01,,,
VAL,VAL,3631,BTRP,KBOS,KRDU,16:02,,,
MAX,MAX,8397,FRJ1,KLAS,KRDU,16:02,,,
DEN,DEN,7470,EJT1,KDCA,KRDU,16:03,,,
MAX,MAX,1885,FRJ1,KMCN,KRDU,16:04,,,
VAL,VAL,6866,EJT1,KFLL,KRDU,16:04,,,
DEN,DEN,1860,EJT1,KEWR,KRDU,16:05,,,
MAX,MAX,5352,FRJ1,KORD,KRDU,16:05,,,
VAL,VAL,3196,BTRP,KMDW,KRDU,16:05,,,
VAL,VAL,6300,EJT1,KDCA,KRDU,16:06,,,
MAX,MAX,7217,FRJ1,KDCA,KRDU,16:06,,,
VAL,VAL,8478,EJT1,KIAD,KRDU,16:08,,,
VAL,VAL,7063,EJT1,KPIT,KRDU,16:09,,,
MAX,MAX,7422,FRJ1,KBOS,KRDU,16:09,,,
DEN,DEN,3400,EJT1,KTPA,KRDU,16:10,,,
VAL,VAL,4342,EJT1,CYYZ,KRDU,16:10,,,
FRT,FRT,3228,EJT1,KMCO,KRDU,16:11,,,
FRT,FRT,4195,EJT1,KLGA,KRDU,16:12,,,
MAX,MAX,3979,FRJ1,KPHL,KRDU,16:13,,,
MAX,MAX,9115,FRJ1,KORD,KRDU,16:13,,,
VAL,VAL,6916,EJT1,KLAX,KRDU,16:16,,,
DEN,DEN,1186,EJT1,KBNA,KRDU,16:16,,,
VAL,VAL,4632,FRJ1,KEWR,KRDU,16:17,,,
TAB,TAB,8064,EJT1,KATL,KRDU,16:17,,,
DEN,DEN,3931,EJT1,KTPA,KRDU,16:18,,,
MAX,MAX,3166,FRJ1,KMDW,KRDU,16:21,,,
DEN,DEN,663,EJT1,KIAH,KRDU,16:21,,,
VAL,VAL,1271,EJT1,KAUS,KRDU,16:23,,,
TAB,TAB,1786,FRJ1,CYYZ,KRDU,16:24,,,
MAX,MAX,8392,FRJ1,KEWR,KRDU,16:25,,,
TAB,TAB,920,EJT1,KDCA,KRDU,16:28,,,
MAX,MAX,1242,FRJ1,KEWR,KRDU,16:28,,,
FRT,FRT,3892,EJT1,KDCA,KRDU,16:30,,,
FRT,FRT,253,EJT1,KDFW,KRDU,16:31,,,
FRT,FRT,4097,EJT1,KLGA,KRDU,16:32,,,
MAX,MAX,561,FRJ1,KEWR,KRDU,16:34,,,
VAL,VAL,2478,EJT1,KLAS,KRDU,16:35,,,
VAL,VAL,4750,EJT1,KIND,KRDU,16:35,,,
VAL,VAL,8237,EJT1,KFLL,KRDU,16:36,,,
FRT,FRT,7880,EJT1,KOAJ,KRDU,16:36,,,
MAX,MAX,8236,FRJ1,KMIA,KRDU,16:38,,,
TAB,TAB,4415,EJT1,KLAS,KRDU,16:42,,,
MAX,MAX,2797,FRJ1,KBOS,KRDU,16:43,,,
FRT,FRT,8835,AJT0,KJFK,KRDU,16:44,,,
DEN,DEN,377,FRJ1,KATL,KRDU,16:45,,,
MAX,MAX,7877,FRJ1,KJFK,KRDU,16:46,,,
MAX,MAX,2783,FRJ1,KPHL,KRDU,16:46,,,
MAX,MAX,3925,FRJ1,KMIA,KRDU,16:47,,,
VAL,VAL,2840,FRJ1,CYKF,KRDU,16:48,,,
TAB,TAB,1639,EJT1,KMCO,KRDU,16:48,,,
TAB,TAB,1664,EJT1,KLAX,KRDU,16:50,,,
FRT,FRT,3288,EJT1,KDCA,KRDU,16:52,,,
MAX,MAX,560,FRJ1,KIAH,KRDU,16:53,,,
MAX,MAX,384,FRJ1,KMDW,KRDU,16:53,,,
DEN,DEN,8673,FRJ1,KECP,KRDU,16:53,,,
MAX,MAX,4878,FRJ1,KDCA,KRDU,16:54,,,
DEN,DEN,8998,EJT1,KILM,KRDU,16:55,,,
MAX,MAX,333,FRJ1,KAUS,KRDU,16:57,,,
MAX,MAX,3539,FRJ1,KLGA,KRDU,16:57,,,
VAL,VAL,8718,FRJ1,KBNA,KRDU,16:57,,,
MAX,MAX,6203,FRJ1,KECP,KRDU,16:58,,,
MAX,MAX,589,FRJ1,KJFK,KRDU,17:01,,,
MAX,MAX,3567,FRJ1,KORD,KRDU,17:02,,,
TAB,TAB,4804,EJT1,KIAD,KRDU,17:04,,,
VAL,VAL,5381,FRJ1,KJFK,KRDU,17:04,,,
TAB,TAB,5976,EJT1,KHVN,KRDU,17:05,,,
MAX,MAX,4586,FRJ1,KBOS,KRDU,17:06,,,
MAX,MAX,3325,FRJ1,KCLT,KRDU,17:12,,,
MAX,MAX,2839,FRJ1,KBWI,KRDU,17:12,,,
VAL,VAL,1865,EJT1,KAUS,KRDU,17:13,,,
DEN,DEN,8478,EJT1,KLGA,KRDU,17:14,,,
MAX,MAX,5957,FRJ1,KATL,KRDU,17:14,,,
VAL,VAL,6099,FRJ1,KCLT,KRDU,17:17,,,
VAL,VAL,879,EJT1,KIAH,KRDU,17:18,,,
DEN,DEN,2501,EJT1,KORD,KRDU,17:18,,,
TAB,TAB,8388,EJT1,KIAD,KRDU,17:18,,,
MAX,MAX,5796,FRJ1,KPHL,KRDU,17:19,,,
VAL,VAL,7688,FRJ1,CYYZ,KRDU,17:19,,,
DEN,DEN,6053,EJT1,KILM,KRDU,17:20,,,
DEN,DEN,383,EJT1,KTPA,KRDU,17:24,,,
MAX,MAX,6738,FRJ1,KMIA,KRDU,17:25,,,
DEN,DEN,8431,EJT1,KJFK,KRDU,17:26,,,
MAX,MAX,147,FRJ1,KBOS,KRDU,17:32,,,
VAL,VAL,6729,EJT1,CYYZ,KRDU,17:32,,,
VAL,VAL,7632,EJT1,KBOS,KRDU,17:32,,,
VAL,VAL,682,FRJ1,KBOS,KRDU,17:34,,,
VAL,VAL,3509,FRJ1,KEWR,KRDU,17:34,,,
MAX,MAX,1579,FRJ1,LFPG,KRDU,17:36,,,
MAX,MAX,9219,FRJ1,KBOS,KRDU,17:36,,,
VAL,VAL,1562,BTRP,KDEN,KRDU,17:41,,,
TAB,TAB,2145,EJT1,KLAS,KRDU,17:41,,,
MAX,MAX,1211,FRJ1,KBNA,KRDU,17:42,,,
DEN,DEN,9519,FRJ1,KJFK,KRDU,17:42,,,
VAL,VAL,1678,EJT1,KPHL,KRDU,17:44,,,
VAL,VAL,7648,EJT1,CYUL,KRDU,17:45,,,
FRT,FRT,849,EJT1,KPHF,KRDU,17:48,,,
MAX,MAX,7993,FRJ1,KBWI,KRDU,17:48,,,
MAX,MAX,3455,FRJ1,KTPA,KRDU,17:53,,,
MAX,MAX,4401,FRJ1,KMDW,KRDU,17:58,,,
TAB,TAB,3291,FRJ1,KBOS,KRDU,18:00,,,
MAX,MAX,5972,FRJ1,KTPA,KRDU,18:00,,,
MAX,MAX,600,FRJ1,KMIA,KRDU,18:01,,,
MAX,MAX,1,FRJ1,KDEN,KRDU,18:01,,,
MAX,MAX,9773,FRJ1,KJFK,KRDU,18:01,,,
MAX,MAX,3185,FRJ1,KSFO,KRDU,18:02,,,
DEN,DEN,7330,FRJ1,KAPF,KRDU,18:02,,,
VAL,VAL,4461,EJT1,KIAH,KRDU,18:03,,,
MAX,MAX,9504,FRJ1,KDTW,KRDU,18:03,,,
MAX,MAX,6173,FRJ1,KLGA,KRDU,18:03,,,
VAL,VAL,6489,EJT1,KAUS,KRDU,18:04,,,
FRT,FRT,3203,EJT1,KDCA,KRDU,18:06,,,
VAL,VAL,2645,EJT1,KBOS,KRDU,18:06,,,
DEN,DEN,7486,EJT1,KTPA,KRDU,18:06,,,
TAB,TAB,8335,FRJ1,KBOS,KRDU,18:07,,,
VAL,VAL,9464,FRJ1,CYYZ,KRDU,18:07,,,
MAX,MAX,2157,FRJ1,KORD,KRDU,18:10,,,
MAX,MAX,3420,FRJ1,KDCA,KRDU,18:11,,,
MAX,MAX,8074,FRJ1,KSFO,KRDU,18:14,,,
DEN,DEN,7748,EJT1,KEWR,KRDU,18:14,,,
VAL,VAL,5294,EJT1,KDCA,KRDU,18:14,,,
MAX,MAX,1078,FRJ1,KMCO,KRDU,18:15,,,
TAB,TAB,5232,EJT1,KATL,KRDU,18:15,,,
MAX,MAX,4106,FRJ1,KMIA,KRDU,18:15,,,
MAX,MAX,1277,FRJ1,KMLI,KRDU,18:16,,,
MAX,MAX,9720,FRJ1,KMLI,KRDU,18:17,,,
MAX,MAX,7268,FRJ1,KEWR,KRDU,18:17,,,
DEN,DEN,6438,FRJ1,KDTW,KRDU,18:19,,,
MAX,MAX,4421,FRJ1,KRDU,KRDU,18:22,,,
VAL,VAL,3230,EJT1,CYYZ,KRDU,18:22,,,
TAB,TAB,1652,EJT1,KEWR,KRDU,18:24,,,
DEN,DEN,395,EJT1,KEWR,KRDU,18:25,,,
TAB,TAB,2342,EJT1,KEWR,KRDU,18:27,,,
MAX,MAX,3288,FRJ1,KBOS,KRDU,18:27,,,
MAX,MAX,2763,FRJ1,KATL,KRDU,18:27,,,
MAX,MAX,4411,FRJ1,KLGA,KRDU,18:29,,,
MAX,MAX,6138,FRJ1,KBWI,KRDU,18:29,,,
VAL,VAL,8431,FRJ1,CYYZ,KRDU,18:30,,,
MAX,MAX,373,FRJ1,KDCA,KRDU,18:30,,,
MAX,MAX,3544,FRJ1,KBNA,KRDU,18:31,,,
VAL,VAL,302,FRJ1,KBOS,KRDU,18:31,,,
MAX,MAX,6220,FRJ1,KBWI,KRDU,18:32,,,
MAX,MAX,4004,FRJ1,KLGA,KRDU,18:33,,,
VAL,VAL,5405,EJT1,LFPG,KRDU,18:33,,,
MAX,MAX,2730,FRJ1,KECP,KRDU,18:33,,,
MAX,MAX,8359,FRJ1,KAVL,KRDU,18:33,,,
FRT,FRT,9499,EJT1,KJFK,KRDU,18:36,,,
VAL,VAL,3725,FRJ1,CYKF,KRDU,18:37,,,
DEN,DEN,1184,EJT1,KEWR,KRDU,18:40,,,
FRT,FRT,2213,EJT1,KDCA,KRDU,18:42,,,
MAX,MAX,5492,FRJ1,KCLT,KRDU,18:45,,,
MAX,MAX,7428,FRJ1,KCLT,KRDU,18:45,,,
TAB,TAB,9919,FRJ1,CYYZ,KRDU,18:45,,,
FRT,FRT,5707,EJT1,KLGA,KRDU,18:46,,,
MAX,MAX,9106,FRJ1,KPHL,KRDU,18:46,,,
DEN,DEN,2213,FRJ1,KAPF,KRDU,18:47,,,
MAX,MAX,740,FRJ1,KDAL,KRDU,18:48,,,
TAB,TAB,6494,FRJ1,KBNA,KRDU,18:48,,,
MAX,MAX,8723,FRJ1,KBNA,KRDU,18:49,,,
VAL,VAL,54,EJT1,KPIT,KRDU,18:49,,,
DEN,DEN,5917,EJT1,KMIA,KRDU,18:50,,,
TAB,TAB,893,EJT1,KCLT,KRDU,18:50,,,
MAX,MAX,40,FRJ1,KDAL,KRDU,18:50,,,
TAB,TAB,6274,FRJ1,KLGA,KRDU,18:50,,,
VAL,VAL,4522,EJT1,KPIT,KRDU,18:52,,,
VAL,VAL,6095,FRJ1,KBOS,KRDU,18:52,,,
MAX,MAX,861,FRJ1,KMIA,KRDU,18:54,,,
DEN,DEN,9356,EJT1,KTPA,KRDU,18:54,,,
MAX,MAX,4723,FRJ1,KBOS,KRDU,18:55,,,
DEN,DEN,3925,EJT1,KCLT,KRDU,18:57,,,
MAX,MAX,3326,FRJ1,KMIA,KRDU,18:58,,,
MAX,MAX,3726,FRJ1,KBNA,KRDU,18:58,,,
MAX,MAX,3047,FRJ1,KBNA,KRDU,18:58,,,
TAB,TAB,4531,EJT1,KCLT,KRDU,18:58,,,
MAX,MAX,7446,FRJ1,KLGA,KRDU,18:59,,,
MAX,MAX,9074,FRJ1,KJFK,KRDU,18:59,,,
MAX,MAX,7073,FRJ1,KDCA,KRDU,19:00,,,
VAL,VAL,9826,FRJ1,KBOS,KRDU,19:01,,,
TAB,TAB,1376,FRJ1,CYYZ,KRDU,19:02,,,
FRT,FRT,2918,EJT1,KLGA,KRDU,19:02,,,
TAB,TAB,221,EJT1,KCLT,KRDU,19:02,,,
TAB,TAB,3544,EJT1,KLGA,KRDU,19:05,,,
TAB,TAB,5254,EJT1,KIAD,KRDU,19:07,,,
TAB,TAB,2209,EJT1,KATL,KRDU,19:10,,,
FRT,FRT,7738,EJT1,KLGA,KRDU,19:12,,,
VAL,VAL,4223,EJT1,KIND,KRDU,19:13,,,
TAB,TAB,476,EJT1,KLAS,KRDU,19:17,,,
MAX,MAX,6635,FRJ1,KMIA,KRDU,19:18,,,
TAB,TAB,4182,FRJ1,KDCA,KRDU,19:21,,,
VAL,VAL,550,FRJ1,CYYZ,KRDU,19:21,,,
MAX,MAX,3671,FRJ1,LFPG,KRDU,19:21,,,
MAX,MAX,9644,FRJ1,KHVN,KRDU,19:24,,,
MAX,MAX,9707,FRJ1,KMIA,KRDU,19:26,,,
MAX,MAX,320,FRJ1,KMCO,KRDU,19:29,,,
DEN,DEN,7626,FRJ1,KDTW,KRDU,19:30,,,
MAX,MAX,9409,FRJ1,KPHL,KRDU,19:31,,,
MAX,MAX,6180,FRJ1,KBNA,KRDU,19:32,,,
VAL,VAL,7730,EJT1,KSTL,KRDU,19:33,,,
TAB,TAB,884,EJT1,KLAS,KRDU,19:38,,,
MAX,MAX,7499,FRJ1,KCLT,KRDU,19:39,,,
VAL,VAL,144,FRJ1,KFLL,KRDU,19:39,,,
TAB,TAB,9001,FRJ1,KDCA,KRDU,19:39,,,
MAX,MAX,7258,FRJ1,KJFK,KRDU,19:40,,,
TAB,TAB,8886,FRJ1,KBOS,KRDU,19:40,,,
VAL,VAL,1766,EJT1,KDCA,KRDU,19:43,,,
TAB,TAB,4381,EJT1,KATL,KRDU,19:44,,,
MAX,MAX,5388,FRJ1,KLGA,KRDU,19:45,,,
MAX,MAX,8260,FRJ1,KDFW,KRDU,19:46,,,
VAL,VAL,32,FRJ1,KATL,KRDU,19:48,,,
VAL,VAL,5139,EJT1,KFLL,KRDU,19:50,,,
FRT,FRT,913,EJT1,KLGA,KRDU,19:52,,,
TAB,TAB,5118,EJT1,KLGA,KRDU,19:54,,,
MAX,MAX,5806,FRJ1,KMLI,KRDU,19:54,,,
TAB,TAB,9832,FRJ1,KLGA,KRDU,19:55,,,
MAX,MAX,2374,FRJ1,KIAD,KRDU,20:00,,,
VAL,VAL,5638,EJT1,KCLT,KRDU,20:02,,,
VAL,VAL,7831,FRJ1,KJFK,KRDU,20:02,,,
FRT,FRT,8536,EJT1,KOAJ,KRDU,20:02,,,
TAB,TAB,299,EJT1,KJFK,KRDU,20:04,,,
VAL,VAL,5619,EJT1,KMSP,KRDU,20:05,,,
VAL,VAL,4226,FRJ1,KEWR,KRDU,20:05,,,
MAX,MAX,5175,FRJ1,KDCA,KRDU,20:06,,,
TAB,TAB,4173,FRJ1,KBNA,KRDU,20:06,,,
MAX,MAX,254,FRJ1,KATL,KRDU,20:09,,,
FRT,FRT,3681,EJT1,KLGA,KRDU,20:10,,,
TAB,TAB,4018,EJT1,KCLT,KRDU,20:10,,,
VAL,VAL,2728,EJT1,KDCA,KRDU,20:11,,,
DEN,DEN,6904,FRJ1,KJFK,KRDU,20:11,,,
VAL,VAL,8037,BTRP,KLGA,KRDU,20:11,,,
MAX,MAX,2894,FRJ1,KDCA,KRDU,20:12,,,
MAX,MAX,9343,FRJ1,KBWI,KRDU,20:13,,,
FRT,FRT,8943,EJT1,KLGA,KRDU,20:15,,,
DEN,DEN,4741,EJT1,KBNA,KRDU,20:15,,,
MAX,MAX,5418,FRJ1,KMIA,KRDU,20:16,,,
MAX,MAX,78,FRJ1,KLGA,KRDU,20:16,,,
TAB,TAB,4542,EJT1,KAUS,KRDU,20:17,,,
FRT,FRT,7995,EJT1,KATL,KRDU,20:19,,,
FRT,FRT,3322,EJT1,KLGA,KRDU,20:21,,,
VAL,VAL,5972,EJT1,KFLL,KRDU,20:21,,,
MAX,MAX,9842,FRJ1,KMCO,KRDU,20:22,,,
TAB,TAB,5087,EJT1,KLGA,KRDU,20:22,,,
MAX,MAX,8374,FRJ1,KATL,KRDU,20:25,,,
VAL,VAL,4150,FRJ1,KATL,KRDU,20:25,,,
MAX,MAX,5410,FRJ1,KSLC,KRDU,20:26,,,
FRT,FRT,2759,EJT1,KOAJ,KRDU,20:28,,,
DEN,DEN,4527,EJT1,KLGA,KRDU,20:28,,,
MAX,MAX,3902,FRJ1,KDAL,KRDU,20:28,,,
VAL,VAL,488,BTRP,KJAX,KRDU,20:29,,,
MAX,MAX,5253,FRJ1,KDEN,KRDU,20:29,,,
DEN,DEN,3771,EJT1,KDCA,KRDU,20:31,,,
MAX,MAX,8348,FRJ1,KIAH,KRDU,20:31,,,
FRT,FRT,9194,EJT1,KSEA,KRDU,20:31,,,
MAX,MAX,586,FRJ1,KORD,KRDU,20:32,,,
MAX,MAX,1016,FRJ1,KORD,KRDU,20:33,,,
MAX,MAX,3274,FRJ1,KIAD,KRDU,20:33,,,
MAX,MAX,4968,FRJ1,KCLT,KRDU,20:34,,,
VAL,VAL,4828,EJT1,KCMH,KRDU,20:34,,,
MAX,MAX,7005,FRJ1,KJAX,KRDU,20:35,,,
VAL,VAL,5206,EJT1,KIAH,KRDU,20:36,,,
MAX,MAX,7748,FRJ1,KLGA,KRDU,20:36,,,
FRT,FRT,1654,EJT1,KDFW,KRDU,20:37,,,
MAX,MAX,8484,FRJ1,KIAD,KRDU,20:37,,,
MAX,MAX,224,FRJ1,KCLT,KRDU,20:37,,,
VAL,VAL,7138,EJT1,TJSJ,KRDU,20:39,,,
DEN,DEN,5796,EJT1,KORD,KRDU,20:40,,,
MAX,MAX,1970,FRJ1,KCLT,KRDU,20:41,,,
VAL,VAL,377,FRJ1,KBOS,KRDU,20:43,,,
MAX,MAX,388,FRJ1,BIKF,KRDU,20:44,,,
VAL,VAL,9754,EJT1,KDFW,KRDU,20:45,,,
MAX,MAX,7832,FRJ1,KPHL,KRDU,20:45,,,
MAX,MAX,7642,FRJ1,KORD,KRDU,20:46,,,
MAX,MAX,4510,FRJ1,KJFK,KRDU,20:46,,,
MAX,MAX,2564,FRJ1,KMCN,KRDU,20:46,,,
DEN,DEN,457,FRJ1,KJFK,KRDU,20:46,,,
VAL,VAL,532,EJT1,LFPG,KRDU,20:46,,,
DEN,DEN,5851,EJT1,KORD,KRDU,20:47,,,
MAX,MAX,1026,FRJ1,KJFK,KRDU,20:47,,,
MAX,MAX,8763,FRJ1,KMIA,KRDU,20:48,,,
MAX,MAX,7495,FRJ1,KMSP,KRDU,20:50,,,
MAX,MAX,9154,FRJ1,KDEN,KRDU,20:50,,,
DEN,DEN,117,EJT1,KDEN,KRDU,20:50,,,
FRT,FRT,2240,EJT1,KPHL,KRDU,20:51,,,
VAL,VAL,1652,FRJ1,CYYZ,KRDU,20:51,,,
DEN,DEN,4266,EJT1,KDEN,KRDU,20:51,,,
TAB,TAB,4545,FRJ1,KEWR,KRDU,20:52,,,
DEN,DEN,150,FRJ1,KATL,KRDU,20:53,,,
VAL,VAL,8357,FRJ1,KATL,KRDU,20:53,,,
VAL,VAL,2145,FRJ1,KEWR,KRDU,20:55,,,
MAX,MAX,5110,FRJ1,KJFK,KRDU,20:56,,,
DEN,DEN,9713,EJT1,KILM,KRDU,20:56,,,
MAX,MAX,991,FRJ1,KMIA,KRDU,20:56,,,
VAL,VAL,8116,BTRP,KLGA,KRDU,20:56,,,
MAX,MAX,8224,FRJ1,KMDT,KRDU,20:57,,,
MAX,MAX,8188,FRJ1,KJFK,KRDU,20:59,,,
MAX,MAX,6603,FRJ1,KPHL,KRDU,20:59,,,
MAX,MAX,8151,FRJ1,KSFO,KRDU,21:00,,,
VAL,VAL,7012,EJT1,KPHX,KRDU,21:01,,,
MAX,MAX,9614,FRJ1,KJFK,KRDU,21:01,,,
MAX,MAX,789,FRJ1,KCLT,KRDU,21:02,,,
MAX,MAX,4151,FRJ1,KDCA,KRDU,21:03,,,
MAX,MAX,3514,FRJ1,KDEN,KRDU,21:04,,,
TAB,TAB,733,EJT1,KDTW,KRDU,21:04,,,
FRT,FRT,7421,EJT1,KLGA,KRDU,21:05,,,
TAB,TAB,3839,EJT1,KJFK,KRDU,21:07,,,
VAL,VAL,6630,EJT1,KPHX,KRDU,21:08,,,
MAX,MAX,130,FRJ1,KORD,KRDU,21:08,,,
VAL,VAL,485,EJT1,KLAS,KRDU,21:09,,,
TAB,TAB,7422,FRJ1,KBOS,KRDU,21:09,,,
MAX,MAX,6065,FRJ1,KATL,KRDU,21:10,,,
VAL,VAL,9510,EJT1,KLGA,KRDU,21:10,,,
FRT,FRT,6052,EJT1,KJFK,KRDU,21:13,,,
VAL,VAL,7631,EJT1,KLAS,KRDU,21:13,,,
TAB,TAB,9413,FRJ1,KDCA,KRDU,21:14,,,
TAB,TAB,6833,FRJ1,CYYZ,KRDU,21:15,,,
TAB,TAB,5957,FRJ1,KDFW,KRDU,21:17,,,
MAX,MAX,2593,FRJ1,KDEN,KRDU,21:17,,,
LAW,LAW,5647,FRJ1,KORF,KRDU,21:17,,,
VAL,VAL,3613,FRJ1,KBOS,KRDU,21:17,,,
VAL,VAL,6651,FRJ1,CYYZ,KRDU,21:18,,,
MAX,MAX,8243,FRJ1,KDCA,KRDU,21:19,,,
VAL,VAL,4645,FRJ1,KATL,KRDU,21:20,,,
MAX,MAX,8118,FRJ1,KMCO,KRDU,21:20,,,
VAL,VAL,6652,EJT1,KDCA,KRDU,21:20,,,
VAL,VAL,6394,EJT1,TJSJ,KRDU,21:21,,,
TAB,TAB,4340,FRJ1,KBNA,KRDU,21:21,,,
MAX,MAX,2268,FRJ1,KLGA,KRDU,21:22,,,
VAL,VAL,3929,EJT1,KBOS,KRDU,21:22,,,
MAX,MAX,7700,FRJ1,KATL,KRDU,21:23,,,
FRT,FRT,4014,EJT1,KMCO,KRDU,21:24,,,
