operator(color),airline (callsign),flight number,airplane type,from  (ICAO),to (ICAO),approach time,departure time,approach altitude override (feet),special
TGB,TGB,660,EJT1,EDDS,LSZH,,15:36,,
EMF,EMF,6898,AJT0,EDDS,EDDP,,15:40,,cargo
RAA,RAA,3392,EJT1,EDDS,LEPA,,15:43,,
LAW,LAW,7280,FRJ1,EDDS,EDDM,,15:44,,
RAA,RAA,3434,EJT1,EDDS,EDDH,,15:44,,
EMF,EMF,3162,EJT1,EDDS,LFPG,,15:56,,cargo
ANG,ANG,4667,EJT1,EDDS,EPWA,,16:01,,
EMF,EMF,5132,EJT1,EDDS,EDDP,,16:10,,cargo
RAA,RAA,894,EJT1,EDDS,EHAM,,16:14,,
CBA,CBA,5317,EJT1,EDDS,LGTS,,16:19,,
RAA,RAA,2897,EJT1,EDDS,LTAI,,16:23,,
FRT,FRT,2756,EJT1,EDDS,LSZH,,16:23,,
DEN,DEN,3911,EJT1,EDDS,EDDF,,16:26,,
DEN,DEN,967,EJT1,EDDS,EDDF,,16:29,,
TGB,TGB,2639,EJT1,EDDS,EDDF,,16:30,,
RAA,RAA,6738,EJT1,EDDS,EDDH,,16:31,,
RAA,RAA,464,EJT1,EDDS,ESSA,,16:39,,
EMF,EMF,9614,AJT0,EDDS,EGBB,,16:47,,cargo
RAA,RAA,9545,EJT1,EDDS,LROP,,16:50,,
RAA,RAA,6481,EJT1,EDDS,EDDB,,17:01,,
BTV,BTV,6196,EJT1,EDDS,GCFV,,17:04,,
RAA,RAA,4355,EJT1,EDDS,LDSP,,17:09,,
CBA,CBA,800,EJT1,EDDS,EHAM,,17:17,,
TGB,TGB,2040,FRJ1,EDDS,LSZH,,17:23,,
BTV,BTV,5639,EJT1,EDDS,LPFR,,17:27,,
EMF,EMF,8820,EJT1,EDDS,EDDK,,17:29,,cargo
RAA,RAA,4953,EJT1,EDDS,LTAI,,17:30,,
PAV,PAV,6274,EJT1,EDDS,HEGN,,17:42,,
FRT,FRT,2752,EJT1,EDDS,LSZH,,17:55,,
EMF,EMF,6039,AJT0,EDDS,KORD,,17:56,,cargo
RAA,RAA,8995,EJT1,EDDS,EDDW,,17:57,,
RAA,RAA,6776,EJT1,EDDS,LGTS,,17:58,,
EMF,EMF,5395,AJT0,EDDS,KORD,,18:03,,cargo
RAA,RAA,9871,EJT1,EDDS,LEPA,,18:07,,
DEN,DEN,9457,EJT1,EDDS,EDDF,,18:16,,
RAA,RAA,4229,EJT1,EDDS,LEPA,,18:18,,
MAX,MAX,7030,EJT1,EDDS,LTBJ,,18:21,,
EMF,EMF,9465,EJT1,EDDS,LFPG,,18:33,,cargo
FRT,FRT,7333,EJT1,EDDS,LTAI,,18:38,,
MAX,MAX,4507,EJT1,EDDS,LTFM,,18:44,,
BTV,BTV,5240,EJT1,EDDS,LGIR,,18:45,,
RAA,RAA,7945,EJT1,EDDS,LEBL,,18:49,,
RAA,RAA,5146,EJT1,EDDS,EGLL,,18:50,,
TGB,TGB,7816,EJT1,EDDS,LIML,,18:51,,
BTV,BTV,3055,EJT1,EDDS,EDDV,,18:56,,
EMF,EMF,8453,EJT1,EDDS,LFPG,,19:09,,cargo
RAA,RAA,6532,EJT1,EDDS,LTFJ,,19:10,,
RAA,RAA,7231,EJT1,EDDS,LIPZ,,19:17,,
DEN,DEN,50,BIZ0,EDDS,LSZH,,19:18,,
RAA,RAA,4272,EJT1,EDDS,LFPG,,19:33,,
RAA,RAA,5483,EJT1,EDDS,EDDH,,19:33,,
RAA,RAA,4238,EJT1,EDDS,LGTS,,19:41,,
EMF,EMF,4659,AJT0,EDDS,KORD,,19:43,,cargo
BTV,BTV,3400,EJT1,EDDS,GCTS,,19:46,,
RAA,RAA,1705,EJT1,EDDS,LFPG,,19:50,,
RAA,RAA,5782,EJT1,EDDS,LEBL,,19:57,,
TGB,TGB,2023,EJT1,EDDS,EDDM,,19:57,,
DEN,DEN,2973,BIZ0,EDDS,LJLJ,,19:58,,
RAA,RAA,7262,EJT1,EDDS,LEBL,,20:01,,
DEN,DEN,5767,AJT0,EDDS,KATL,,20:08,,
RAA,RAA,4271,EJT1,EDDS,LIRF,,20:16,,
RAA,RAA,3646,EJT1,EDDS,LOWW,,20:19,,
RAA,RAA,3636,EJT1,EDDS,EDDB,,20:19,,
MAX,MAX,4550,EJT1,EDDS,LTAF,,20:22,,
EMF,EMF,4518,AJT0,EDDS,KORD,,20:27,,cargo
EMF,EMF,5316,EJT1,EDDS,EBLG,,20:30,,cargo
BTV,BTV,8420,EJT1,EDDS,LPFR,,20:30,,
RAA,RAA,8868,EJT1,EDDS,LFPG,,20:30,,
RAA,RAA,7312,EJT1,EDDS,LROP,,20:41,,
CBA,CBA,8379,FRJ1,EDDS,EHAM,,20:46,,
RAA,RAA,712,EJT1,EDDS,LTAI,,20:58,,
FRT,FRT,8042,EJT1,EDDS,LSZH,,21:02,,
CBA,CBA,2602,EJT1,EDDS,EHAM,,21:07,,
UAX,UAX,4716,EJT1,EDDS,LOWW,,21:08,,
RAA,RAA,3166,EJT1,EDDS,LDZA,,21:15,,
LAW,LAW,1263,EJT1,EDDS,LTAI,,21:21,,
RAA,RAA,6638,EJT1,EDDS,EDDH,,21:26,,
BTV,BTV,2181,EJT1,EDDS,GCFV,,21:26,,
MAX,MAX,951,EJT1,EDDS,LTFM,,21:34,,
EMF,EMF,3601,AJT0,EDDS,EGBB,,21:35,,cargo
LAW,LAW,3239,FRJ1,EDDS,EDDM,,21:40,,
EMF,EMF,1697,EJT1,EDDS,LFPG,,21:42,,cargo
VAL,VAL,2450,EJT1,EDDS,LTFJ,,21:50,,
LAW,LAW,669,EJT1,EDDS,LTAI,,21:58,,
DEN,DEN,3417,EJT1,EDDS,EDDF,,22:06,,
DEN,DEN,2616,BIZ0,EDDS,LEIB,,22:13,,
RAA,RAA,5476,EJT1,EDDS,EDDH,,22:21,,
RAA,RAA,685,EJT1,EDDS,LOWW,,22:28,,
RAA,RAA,987,EJT1,EDDS,LEPA,,22:34,,
RAA,RAA,4897,EJT1,EDDS,LEPA,,22:38,,
RAA,RAA,8873,EJT1,EDDS,LTAI,,22:40,,
CBA,CBA,7376,EJT1,EDDS,LGTS,,22:41,,
RAA,RAA,6498,EJT1,EDDS,GCTS,,22:47,,
EMF,EMF,2051,EJT1,EDDS,EDDP,,22:51,,cargo
RAA,RAA,2678,EJT1,EDDS,LEBL,,22:58,,
RAA,RAA,2433,EJT1,EDDS,LDSP,,22:58,,
EMF,EMF,8448,AJT0,EDDS,EGBB,,22:59,,cargo
